,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,season,team,comp
19,2020-02-01,15:30,Matchweek 20,Sat,Home,W,5.0,0.0,Union Berlin,2.9,0.4,66.0,81365.0,Marco Reus,3-4-3,Benjamin Cortus,Match Report,,5,12,6,50.0,0.33,0.67,17.3,1.0,1,1,2.1,0.18,2.1,1.9,2019-2020,Dortmund,
20,2020-02-08,18:30,Matchweek 21,Sat,Away,L,3.0,4.0,Leverkusen,0.9,1.3,49.0,30210.0,Mats Hummels,4-2-3-1,Markus Schmidt,Match Report,,3,12,6,50.0,0.25,0.5,15.6,0.0,0,0,0.9,0.08,2.1,2.1,2019-2020,Dortmund,
21,2020-02-14,20:30,Matchweek 22,Fri,Home,W,4.0,0.0,Eint Frankfurt,1.7,0.0,63.0,81365.0,Łukasz Piszczek,3-4-3,Bastian Dankert,Match Report,,4,17,7,41.2,0.24,0.57,21.0,2.0,0,0,1.7,0.1,2.3,2.3,2019-2020,Dortmund,
22,2020-02-22,15:30,Matchweek 23,Sat,Away,W,2.0,0.0,Werder Bremen,1.5,0.3,64.0,42100.0,Łukasz Piszczek,3-4-3,Marco Fritz,Match Report,,2,12,6,50.0,0.17,0.33,18.1,0.0,0,0,1.5,0.13,0.5,0.5,2019-2020,Dortmund,
23,2020-02-29,15:30,Matchweek 24,Sat,Home,W,1.0,0.0,Freiburg,1.3,0.9,64.0,81365.0,Łukasz Piszczek,3-4-3,Robert Hartmann,Match Report,,1,16,2,12.5,0.06,0.5,19.9,1.0,0,0,1.3,0.09,-0.3,-0.3,2019-2020,Dortmund,
24,2020-03-07,18:30,Matchweek 25,Sat,Away,W,2.0,1.0,M'Gladbach,1.2,2.4,54.0,53877.0,Łukasz Piszczek,3-4-3,Sascha Stegemann,Match Report,,2,10,4,40.0,0.2,0.5,13.8,0.0,0,0,1.2,0.12,0.8,0.8,2019-2020,Dortmund,
25,2020-05-16,15:30,Matchweek 26,Sat,Home,W,4.0,0.0,Schalke 04,1.3,0.5,59.0,,Łukasz Piszczek,3-4-3,Deniz Aytekin,Match Report,,4,11,4,36.4,0.36,1.0,17.3,1.0,0,0,1.3,0.12,2.7,2.7,2019-2020,Dortmund,
26,2020-05-23,15:30,Matchweek 27,Sat,Away,W,2.0,0.0,Wolfsburg,1.0,0.6,61.0,,Łukasz Piszczek,3-4-3,Daniel Siebert,Match Report,,2,6,2,33.3,0.33,1.0,17.2,0.0,0,0,1.0,0.17,1.0,1.0,2019-2020,Dortmund,
27,2020-05-26,18:30,Matchweek 28,Tue,Home,L,0.0,1.0,Bayern Munich,0.7,0.7,51.0,,Łukasz Piszczek,3-4-3,Tobias Stieler,Match Report,,0,13,4,30.8,0.0,0.0,19.9,1.0,0,0,0.7,0.06,-0.7,-0.7,2019-2020,Dortmund,
28,2020-05-31,18:00,Matchweek 29,Sun,Away,W,6.0,1.0,Paderborn 07,3.9,1.2,65.0,,Łukasz Piszczek,3-4-3,Daniel Siebert,Match Report,,6,16,10,62.5,0.38,0.6,13.2,0.0,0,0,3.9,0.25,2.1,2.1,2019-2020,Dortmund,
29,2020-06-06,18:30,Matchweek 30,Sat,Home,W,1.0,0.0,Hertha BSC,1.8,0.2,63.0,,Łukasz Piszczek,3-4-3,Harm Osmers,Match Report,,1,13,3,23.1,0.08,0.33,14.9,1.0,0,0,1.8,0.14,-0.8,-0.8,2019-2020,Dortmund,
30,2020-06-13,15:30,Matchweek 31,Sat,Away,W,1.0,0.0,Düsseldorf,0.7,0.3,62.0,,Łukasz Piszczek,3-4-3,Sascha Stegemann,Match Report,,1,6,3,50.0,0.17,0.33,21.8,0.0,0,0,0.7,0.12,0.3,0.3,2019-2020,Dortmund,
31,2020-06-17,20:30,Matchweek 32,Wed,Home,L,0.0,2.0,Mainz 05,1.3,1.7,69.0,,Łukasz Piszczek,3-4-3,Frank Willenborg,Match Report,,0,16,4,25.0,0.0,0.0,17.6,1.0,0,0,1.3,0.08,-1.3,-1.3,2019-2020,Dortmund,
32,2020-06-20,15:30,Matchweek 33,Sat,Away,W,2.0,0.0,RB Leipzig,2.8,1.2,53.0,,Łukasz Piszczek,3-4-3,Felix Zwayer,Match Report,,2,11,7,63.6,0.18,0.29,13.8,1.0,0,0,2.8,0.27,-0.8,-0.8,2019-2020,Dortmund,
33,2020-06-27,15:30,Matchweek 34,Sat,Home,L,0.0,4.0,Hoffenheim,0.2,3.9,59.0,,Łukasz Piszczek,3-4-3,Guido Winkmann,Match Report,,0,7,4,57.1,0.0,0.0,24.5,0.0,0,0,0.2,0.03,-0.2,-0.2,2019-2020,Dortmund,
0,2019-08-18,18:00,Matchweek 1,Sun,Away,W,4.0,0.0,Union Berlin,3.4,1.0,64.0,22467.0,Willi Orban,3-4-3,Markus Schmidt,Match Report,,4,14,8,57.1,0.29,0.5,11.8,0.0,0,0,3.4,0.26,0.6,0.6,2019-2020,RB Leipzig,
1,2019-08-25,15:30,Matchweek 2,Sun,Home,W,2.0,1.0,Eint Frankfurt,1.4,1.0,44.0,40108.0,Willi Orban,3-4-3,Benjamin Cortus,Match Report,,2,12,5,41.7,0.17,0.4,17.1,0.0,0,0,1.4,0.14,0.6,0.6,2019-2020,RB Leipzig,
2,2019-08-30,20:30,Matchweek 3,Fri,Away,W,3.0,1.0,M'Gladbach,2.9,1.6,51.0,47327.0,Willi Orban,4-4-2,Sven Jablonski,Match Report,,3,14,6,42.9,0.21,0.5,14.8,0.0,0,0,2.9,0.21,0.1,0.1,2019-2020,RB Leipzig,
3,2019-09-14,18:30,Matchweek 4,Sat,Home,D,1.0,1.0,Bayern Munich,1.5,1.4,32.0,42146.0,Willi Orban,3-4-3,Sascha Stegemann,Match Report,,1,11,4,36.4,0.0,0.0,19.0,0.0,1,1,0.7,0.07,-0.5,-0.7,2019-2020,RB Leipzig,
4,2019-09-21,18:30,Matchweek 5,Sat,Away,W,3.0,0.0,Werder Bremen,1.5,0.7,53.0,40550.0,Willi Orban,3-1-4-2,Tobias Stieler,Match Report,,3,14,7,50.0,0.21,0.43,19.3,1.0,0,0,1.5,0.11,1.5,1.5,2019-2020,RB Leipzig,
5,2019-09-28,15:30,Matchweek 6,Sat,Home,L,1.0,3.0,Schalke 04,1.3,3.2,65.0,42146.0,Willi Orban,4-2-2-2,Manuel Gräfe,Match Report,,1,16,6,37.5,0.06,0.17,19.3,0.0,0,0,1.3,0.08,-0.3,-0.3,2019-2020,RB Leipzig,
6,2019-10-05,15:30,Matchweek 7,Sat,Away,D,1.0,1.0,Leverkusen,2.7,1.8,36.0,26355.0,Willi Orban,4-4-2,Marco Fritz,Match Report,,1,11,5,45.5,0.09,0.2,14.6,0.0,0,0,2.7,0.26,-1.7,-1.7,2019-2020,RB Leipzig,
7,2019-10-19,15:30,Matchweek 8,Sat,Home,D,1.0,1.0,Wolfsburg,1.2,1.3,56.0,39182.0,Willi Orban,4-4-2,Deniz Aytekin,Match Report,,1,15,5,33.3,0.07,0.2,19.3,0.0,0,0,1.2,0.08,-0.2,-0.2,2019-2020,RB Leipzig,
8,2019-10-26,15:30,Matchweek 9,Sat,Away,L,1.0,2.0,Freiburg,2.5,2.1,59.0,24000.0,Willi Orban,3-5-2,Harm Osmers,Match Report,,1,24,6,25.0,0.04,0.17,20.8,1.0,0,0,2.5,0.11,-1.5,-1.5,2019-2020,RB Leipzig,
9,2019-11-02,15:30,Matchweek 10,Sat,Home,W,8.0,0.0,Mainz 05,3.3,0.6,67.0,38517.0,Diego Demme,4-4-2,Guido Winkmann,Match Report,,8,18,12,66.7,0.44,0.67,14.8,1.0,0,0,3.3,0.19,4.7,4.7,2019-2020,RB Leipzig,
10,2019-11-09,15:30,Matchweek 11,Sat,Away,W,4.0,2.0,Hertha BSC,2.0,0.6,61.0,48532.0,Diego Demme,4-2-2-2,Sören Storks,Match Report,,4,9,6,66.7,0.33,0.5,15.5,0.0,1,1,1.2,0.13,2.0,1.8,2019-2020,RB Leipzig,
11,2019-11-23,18:30,Matchweek 12,Sat,Home,W,4.0,1.0,Köln,2.3,0.6,69.0,42036.0,Diego Demme,4-2-2-2,Robert Schröder,Match Report,,4,20,7,35.0,0.15,0.43,19.7,3.0,1,1,1.5,0.08,1.7,1.5,2019-2020,RB Leipzig,
12,2019-11-30,15:30,Matchweek 13,Sat,Away,W,3.0,2.0,Paderborn 07,1.8,1.6,48.0,13253.0,Diego Demme,4-2-2-2,Bibiana Steinhaus,Match Report,,3,18,6,33.3,0.17,0.5,15.1,0.0,0,0,1.8,0.11,1.2,1.2,2019-2020,RB Leipzig,
13,2019-12-07,15:30,Matchweek 14,Sat,Home,W,3.0,1.0,Hoffenheim,3.6,1.5,41.0,38407.0,Diego Demme,4-4-2,Deniz Aytekin,Match Report,,3,24,13,54.2,0.08,0.15,16.2,0.0,1,1,2.8,0.12,-0.6,-0.8,2019-2020,RB Leipzig,
14,2019-12-14,18:30,Matchweek 15,Sat,Away,W,3.0,0.0,Düsseldorf,3.6,0.2,69.0,35387.0,Diego Demme,4-4-2,Robert Hartmann,Match Report,,3,21,6,28.6,0.1,0.33,13.9,3.0,1,1,3.0,0.15,-0.6,-1.0,2019-2020,RB Leipzig,
15,2019-12-17,20:30,Matchweek 16,Tue,Away,D,3.0,3.0,Dortmund,2.2,1.8,44.0,80200.0,Diego Demme,4-1-2-1-2◆,Tobias Stieler,Match Report,,3,12,8,66.7,0.25,0.38,15.9,1.0,0,0,2.2,0.21,0.8,0.8,2019-2020,RB Leipzig,
16,2019-12-21,15:30,Matchweek 17,Sat,Home,W,3.0,1.0,Augsburg,3.8,0.7,74.0,40562.0,Diego Demme,4-2-2-2,Daniel Siebert,Match Report,,3,22,6,27.3,0.14,0.5,14.1,1.0,0,0,3.8,0.17,-0.8,-0.8,2019-2020,RB Leipzig,
17,2020-01-18,18:30,Matchweek 18,Sat,Home,W,3.0,1.0,Union Berlin,1.7,0.9,65.0,42146.0,Marcel Sabitzer,4-2-3-1,Bastian Dankert,Match Report,,3,19,7,36.8,0.16,0.43,17.3,1.0,0,0,1.7,0.1,1.3,1.3,2019-2020,RB Leipzig,
18,2020-01-25,15:30,Matchweek 19,Sat,Away,L,0.0,2.0,Eint Frankfurt,1.6,1.2,67.0,50300.0,Marcel Sabitzer,3-4-3,Daniel Siebert,Match Report,,0,23,4,17.4,0.0,0.0,19.4,2.0,0,0,1.6,0.07,-1.6,-1.6,2019-2020,RB Leipzig,
19,2020-02-01,18:30,Matchweek 20,Sat,Home,D,2.0,2.0,M'Gladbach,1.5,0.9,63.0,42146.0,Marcel Sabitzer,4-2-3-1,Tobias Stieler,Match Report,,2,19,8,42.1,0.11,0.25,18.1,3.0,0,0,1.5,0.08,0.5,0.5,2019-2020,RB Leipzig,
20,2020-02-09,18:00,Matchweek 21,Sun,Away,D,0.0,0.0,Bayern Munich,1.5,1.3,31.0,75000.0,Marcel Sabitzer,3-4-3,Marco Fritz,Match Report,,0,9,0,0.0,0.0,,14.7,0.0,0,0,1.5,0.17,-1.5,-1.5,2019-2020,RB Leipzig,
21,2020-02-15,15:30,Matchweek 22,Sat,Home,W,3.0,0.0,Werder Bremen,2.1,0.3,51.0,41308.0,Marcel Sabitzer,3-4-1-2,Benjamin Cortus,Match Report,,3,10,3,30.0,0.3,1.0,12.7,0.0,0,0,2.1,0.23,0.9,0.9,2019-2020,RB Leipzig,
22,2020-02-22,18:30,Matchweek 23,Sat,Away,W,5.0,0.0,Schalke 04,2.5,0.2,47.0,61433.0,Marcel Sabitzer,3-1-4-2,Sascha Stegemann,Match Report,,5,24,8,33.3,0.21,0.63,17.3,0.0,0,0,2.5,0.11,2.5,2.5,2019-2020,RB Leipzig,
23,2020-03-01,15:30,Matchweek 24,Sun,Home,D,1.0,1.0,Leverkusen,0.8,1.3,38.0,41216.0,Marcel Sabitzer,3-1-4-2,Felix Zwayer,Match Report,,1,9,2,22.2,0.11,0.5,18.9,0.0,0,0,0.8,0.09,0.2,0.2,2019-2020,RB Leipzig,
24,2020-03-07,15:30,Matchweek 25,Sat,Away,D,0.0,0.0,Wolfsburg,1.2,0.7,61.0,27195.0,Marcel Sabitzer,3-1-4-2,Daniel Schlager,Match Report,,0,14,4,28.6,0.0,0.0,17.6,0.0,0,0,1.2,0.09,-1.2,-1.2,2019-2020,RB Leipzig,
25,2020-05-16,15:30,Matchweek 26,Sat,Home,D,1.0,1.0,Freiburg,2.1,0.7,66.0,,Yussuf Poulsen,3-1-4-2,Manuel Gräfe,Match Report,,1,22,8,36.4,0.05,0.13,17.6,0.0,0,0,2.1,0.1,-1.1,-1.1,2019-2020,RB Leipzig,
26,2020-05-24,15:30,Matchweek 27,Sun,Away,W,5.0,0.0,Mainz 05,4.4,0.3,65.0,,Yussuf Poulsen,4-4-2,Markus Schmidt,Match Report,,5,20,9,45.0,0.25,0.56,14.6,1.0,0,0,4.4,0.23,0.6,0.6,2019-2020,RB Leipzig,
27,2020-05-27,18:30,Matchweek 28,Wed,Home,D,2.0,2.0,Hertha BSC,0.6,1.5,57.0,,Marcel Sabitzer,4-2-2-2,Bastian Dankert,Match Report,,2,11,4,36.4,0.18,0.5,20.0,2.0,0,0,0.6,0.05,1.4,1.4,2019-2020,RB Leipzig,
28,2020-06-01,20:30,Matchweek 29,Mon,Away,W,4.0,2.0,Köln,2.9,1.1,52.0,,Marcel Sabitzer,4-2-2-2,Christian Dingert,Match Report,,4,19,8,42.1,0.21,0.5,15.6,0.0,0,0,2.9,0.16,1.1,1.1,2019-2020,RB Leipzig,
29,2020-06-06,15:30,Matchweek 30,Sat,Home,D,1.0,1.0,Paderborn 07,1.4,1.1,51.0,,Péter Gulácsi,4-2-2-2,Deniz Aytekin,Match Report,,1,12,4,33.3,0.08,0.25,17.5,1.0,0,0,1.4,0.12,-0.4,-0.4,2019-2020,RB Leipzig,
30,2020-06-12,20:30,Matchweek 31,Fri,Away,W,2.0,0.0,Hoffenheim,1.5,1.9,49.0,,Marcel Sabitzer,4-3-1-2,Tobias Welz,Match Report,,2,15,7,46.7,0.13,0.29,15.0,0.0,0,0,1.5,0.1,0.5,0.5,2019-2020,RB Leipzig,
31,2020-06-17,20:30,Matchweek 32,Wed,Home,D,2.0,2.0,Düsseldorf,1.2,0.9,71.0,,Marcel Sabitzer,4-1-2-1-2◆,Manuel Gräfe,Match Report,,2,14,5,35.7,0.14,0.4,19.4,0.0,0,0,1.2,0.09,0.8,0.8,2019-2020,RB Leipzig,
32,2020-06-20,15:30,Matchweek 33,Sat,Home,L,0.0,2.0,Dortmund,1.2,2.8,47.0,,Marcel Sabitzer,3-4-1-2,Felix Zwayer,Match Report,,0,16,4,25.0,0.0,0.0,17.2,1.0,0,0,1.2,0.07,-1.2,-1.2,2019-2020,RB Leipzig,
33,2020-06-27,15:30,Matchweek 34,Sat,Away,W,2.0,1.0,Augsburg,1.8,0.2,65.0,,Marcel Halstenberg,3-4-3,Felix Brych,Match Report,,2,14,5,35.7,0.14,0.4,20.2,1.0,0,0,1.8,0.13,0.2,0.2,2019-2020,RB Leipzig,
0,2019-08-17,18:30,Matchweek 1,Sat,Home,D,0.0,0.0,Schalke 04,1.5,0.8,60.0,54022.0,Yann Sommer,4-1-2-1-2◆,Felix Brych,Match Report,,0,16,4,25.0,0.0,0.0,18.9,1.0,0,0,1.5,0.09,-1.5,-1.5,2019-2020,Monchengladbach,
1,2019-08-24,15:30,Matchweek 2,Sat,Away,W,3.0,1.0,Mainz 05,1.9,1.7,52.0,28005.0,Yann Sommer,4-3-1-2,Martin Petersen,Match Report,,3,15,6,40.0,0.2,0.5,14.6,1.0,0,0,1.9,0.13,1.1,1.1,2019-2020,Monchengladbach,
2,2019-08-30,20:30,Matchweek 3,Fri,Home,L,1.0,3.0,RB Leipzig,1.6,2.9,49.0,47327.0,Yann Sommer,4-2-3-1,Sven Jablonski,Match Report,,1,12,3,25.0,0.08,0.33,17.0,2.0,0,0,1.6,0.13,-0.6,-0.6,2019-2020,Monchengladbach,
3,2019-09-14,15:30,Matchweek 4,Sat,Away,W,1.0,0.0,Köln,1.4,0.9,49.0,50000.0,Yann Sommer,4-3-1-2,Deniz Aytekin,Match Report,,1,15,3,20.0,0.07,0.33,19.8,1.0,0,0,1.4,0.09,-0.4,-0.4,2019-2020,Monchengladbach,
4,2019-09-22,15:30,Matchweek 5,Sun,Home,W,2.0,1.0,Düsseldorf,3.5,1.2,58.0,52413.0,Yann Sommer,4-3-1-2,Christian Dingert,Match Report,,2,23,11,47.8,0.09,0.18,14.4,2.0,0,0,3.5,0.19,-1.5,-1.5,2019-2020,Monchengladbach,
5,2019-09-28,15:30,Matchweek 6,Sat,Away,W,3.0,0.0,Hoffenheim,2.8,1.3,48.0,29030.0,Yann Sommer,4-3-1-2,Harm Osmers,Match Report,,3,12,5,41.7,0.25,0.6,14.8,1.0,0,0,2.8,0.23,0.2,0.2,2019-2020,Monchengladbach,
6,2019-10-06,13:30,Matchweek 7,Sun,Home,W,5.0,1.0,Augsburg,3.0,1.4,63.0,50352.0,Yann Sommer,4-2-3-1,Robert Schröder,Match Report,,5,12,8,66.7,0.42,0.63,13.4,1.0,0,0,3.0,0.25,2.0,2.0,2019-2020,Monchengladbach,
7,2019-10-19,18:30,Matchweek 8,Sat,Away,L,0.0,1.0,Dortmund,2.6,1.5,46.0,81365.0,Yann Sommer,4-2-3-1,Sascha Stegemann,Match Report,,0,14,2,14.3,0.0,0.0,11.7,0.0,0,0,2.6,0.19,-2.6,-2.6,2019-2020,Monchengladbach,
8,2019-10-27,18:00,Matchweek 9,Sun,Home,W,4.0,2.0,Eint Frankfurt,1.7,1.2,49.0,52300.0,Yann Sommer,4-3-3,Daniel Schlager,Match Report,,4,13,6,46.2,0.31,0.67,15.0,1.0,0,0,1.7,0.13,2.3,2.3,2019-2020,Monchengladbach,
9,2019-11-02,15:30,Matchweek 10,Sat,Away,W,2.0,1.0,Leverkusen,2.6,2.3,40.0,30210.0,Yann Sommer,3-5-2,Daniel Siebert,Match Report,,2,10,6,60.0,0.2,0.33,14.7,1.0,0,0,2.6,0.26,-0.6,-0.6,2019-2020,Monchengladbach,
10,2019-11-10,13:30,Matchweek 11,Sun,Home,W,3.0,1.0,Werder Bremen,1.9,1.7,53.0,54022.0,Yann Sommer,4-3-3,Tobias Stieler,Match Report,,3,17,7,41.2,0.18,0.43,19.1,1.0,0,0,1.9,0.11,1.1,1.1,2019-2020,Monchengladbach,
11,2019-11-23,15:30,Matchweek 12,Sat,Away,L,0.0,2.0,Union Berlin,1.2,1.8,63.0,22012.0,Yann Sommer,4-2-3-1,Felix Brych,Match Report,,0,13,2,15.4,0.0,0.0,20.4,0.0,0,0,1.2,0.09,-1.2,-1.2,2019-2020,Monchengladbach,
12,2019-12-01,15:30,Matchweek 13,Sun,Home,W,4.0,2.0,Freiburg,5.0,1.5,51.0,51080.0,Yann Sommer,4-2-3-1,Felix Zwayer,Match Report,,4,22,13,59.1,0.18,0.31,15.5,1.0,0,1,4.1,0.19,-1.0,-0.1,2019-2020,Monchengladbach,
13,2019-12-07,15:30,Matchweek 14,Sat,Home,W,2.0,1.0,Bayern Munich,1.2,1.5,38.0,54022.0,Lars Stindl,4-1-2-1-2◆,Marco Fritz,Match Report,,2,6,2,33.3,0.17,0.5,16.5,0.0,1,1,0.5,0.08,0.8,0.5,2019-2020,Monchengladbach,
14,2019-12-15,15:30,Matchweek 15,Sun,Away,L,1.0,2.0,Wolfsburg,0.8,1.3,51.0,25580.0,Yann Sommer,4-2-3-1,Felix Brych,Match Report,,1,6,6,100.0,0.17,0.17,19.3,1.0,0,0,0.8,0.13,0.2,0.2,2019-2020,Monchengladbach,
15,2019-12-18,20:30,Matchweek 16,Wed,Home,W,2.0,0.0,Paderborn 07,2.8,0.6,59.0,44494.0,Lars Stindl,4-1-2-1-2◆,Robert Kampka,Match Report,,2,16,5,31.3,0.06,0.2,15.1,0.0,1,1,2.1,0.13,-0.8,-1.1,2019-2020,Monchengladbach,
16,2019-12-21,18:30,Matchweek 17,Sat,Away,D,0.0,0.0,Hertha BSC,1.0,0.9,59.0,50208.0,Yann Sommer,4-3-1-2,Harm Osmers,Match Report,,0,11,5,45.5,0.0,0.0,17.1,0.0,0,0,1.0,0.09,-1.0,-1.0,2019-2020,Monchengladbach,
17,2020-01-17,20:30,Matchweek 18,Fri,Away,L,0.0,2.0,Schalke 04,1.0,2.1,54.0,62271.0,Yann Sommer,4-2-3-1,Deniz Aytekin,Match Report,,0,14,4,28.6,0.0,0.0,21.5,0.0,0,0,1.0,0.07,-1.0,-1.0,2019-2020,Monchengladbach,
18,2020-01-25,15:30,Matchweek 19,Sat,Home,W,3.0,1.0,Mainz 05,2.6,1.0,71.0,49175.0,Lars Stindl,4-2-3-1,Felix Zwayer,Match Report,,3,15,5,33.3,0.2,0.6,15.8,0.0,0,0,2.6,0.17,0.4,0.4,2019-2020,Monchengladbach,
19,2020-02-01,18:30,Matchweek 20,Sat,Away,D,2.0,2.0,RB Leipzig,0.9,1.5,37.0,42146.0,Yann Sommer,3-4-1-2,Tobias Stieler,Match Report,,2,7,4,57.1,0.29,0.5,16.7,0.0,0,0,0.9,0.13,1.1,1.1,2019-2020,Monchengladbach,
20,2020-02-15,18:30,Matchweek 22,Sat,Away,W,4.0,1.0,Düsseldorf,3.0,0.8,50.0,51000.0,Lars Stindl,3-4-3,Daniel Siebert,Match Report,,4,17,6,35.3,0.24,0.67,16.1,1.0,0,0,3.0,0.18,1.0,1.0,2019-2020,Monchengladbach,
21,2020-02-22,15:30,Matchweek 23,Sat,Home,D,1.0,1.0,Hoffenheim,2.3,1.6,48.0,50250.0,Lars Stindl,4-3-3,Felix Brych,Match Report,,1,15,9,60.0,0.07,0.11,16.0,0.0,0,1,1.5,0.11,-1.3,-0.5,2019-2020,Monchengladbach,
22,2020-02-29,15:30,Matchweek 24,Sat,Away,W,3.0,2.0,Augsburg,3.0,0.8,54.0,29303.0,Lars Stindl,4-2-3-1,Markus Schmidt,Match Report,,3,15,7,46.7,0.2,0.43,15.9,0.0,0,0,3.0,0.2,0.0,0.0,2019-2020,Monchengladbach,
23,2020-03-07,18:30,Matchweek 25,Sat,Home,L,1.0,2.0,Dortmund,2.4,1.2,46.0,53877.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,1,10,3,30.0,0.1,0.33,13.7,0.0,0,0,2.4,0.24,-1.4,-1.4,2019-2020,Monchengladbach,
24,2020-03-11,18:30,Matchweek 21,Wed,Home,W,2.0,1.0,Köln,0.8,1.2,53.0,,Yann Sommer,4-2-3-1,Deniz Aytekin,Match Report,,1,12,5,41.7,0.08,0.2,17.3,0.0,0,0,0.8,0.07,0.2,0.2,2019-2020,Monchengladbach,
25,2020-05-16,18:30,Matchweek 26,Sat,Away,W,3.0,1.0,Eint Frankfurt,2.6,1.2,48.0,,Yann Sommer,4-2-3-1,Felix Zwayer,Match Report,,3,14,6,42.9,0.14,0.33,19.7,1.0,1,1,1.8,0.13,0.4,0.2,2019-2020,Monchengladbach,
26,2020-05-23,15:30,Matchweek 27,Sat,Home,L,1.0,3.0,Leverkusen,2.5,3.4,46.0,,Yann Sommer,4-2-3-1,Sören Storks,Match Report,,1,17,6,35.3,0.06,0.17,15.9,1.0,0,0,2.5,0.15,-1.5,-1.5,2019-2020,Monchengladbach,
27,2020-05-26,20:30,Matchweek 28,Tue,Away,D,0.0,0.0,Werder Bremen,0.5,0.9,55.0,,Lars Stindl,3-4-1-2,Manuel Gräfe,Match Report,,0,9,4,44.4,0.0,0.0,21.8,1.0,0,0,0.5,0.06,-0.5,-0.5,2019-2020,Monchengladbach,
28,2020-05-31,15:30,Matchweek 29,Sun,Home,W,4.0,1.0,Union Berlin,2.2,1.0,57.0,,Lars Stindl,4-2-3-1,Frank Willenborg,Match Report,,4,15,8,53.3,0.27,0.5,19.3,1.0,0,0,2.2,0.15,1.8,1.8,2019-2020,Monchengladbach,
29,2020-06-05,20:30,Matchweek 30,Fri,Away,L,0.0,1.0,Freiburg,2.5,1.1,64.0,,Lars Stindl,4-2-3-1,Markus Schmidt,Match Report,,0,18,3,16.7,0.0,0.0,19.2,2.0,0,0,2.5,0.15,-2.5,-2.5,2019-2020,Monchengladbach,
30,2020-06-13,18:30,Matchweek 31,Sat,Away,L,1.0,2.0,Bayern Munich,1.1,1.6,51.0,,Lars Stindl,4-2-3-1,Felix Zwayer,Match Report,,0,9,2,22.2,0.0,0.0,19.3,0.0,0,0,1.1,0.13,-1.1,-1.1,2019-2020,Monchengladbach,
31,2020-06-16,18:30,Matchweek 32,Tue,Home,W,3.0,0.0,Wolfsburg,2.0,0.4,52.0,,Lars Stindl,4-2-3-1,Robert Schröder,Match Report,,3,11,3,27.3,0.27,1.0,16.4,2.0,0,0,2.0,0.18,1.0,1.0,2019-2020,Monchengladbach,
32,2020-06-20,15:30,Matchweek 33,Sat,Away,W,3.0,1.0,Paderborn 07,3.5,0.7,51.0,,Lars Stindl,4-2-3-1,Tobias Welz,Match Report,,3,21,10,47.6,0.1,0.2,18.9,1.0,1,1,2.7,0.14,-0.5,-0.7,2019-2020,Monchengladbach,
33,2020-06-27,15:30,Matchweek 34,Sat,Home,W,2.0,1.0,Hertha BSC,2.7,0.9,56.0,,Lars Stindl,4-2-3-1,Deniz Aytekin,Match Report,,2,23,8,34.8,0.09,0.25,17.9,2.0,0,0,2.7,0.12,-0.7,-0.7,2019-2020,Monchengladbach,
0,2019-08-17,15:30,Matchweek 1,Sat,Home,W,3.0,2.0,Paderborn 07,2.5,1.2,73.0,26208.0,Lars Bender,3-4-3,Tobias Stieler,Match Report,,3,13,4,30.8,0.23,0.75,15.9,0.0,0,0,2.5,0.2,0.5,0.5,2019-2020,Bayer Leverkusen,
1,2019-08-24,15:30,Matchweek 2,Sat,Away,W,3.0,1.0,Düsseldorf,1.6,1.0,68.0,44538.0,Lars Bender,4-1-4-1,Patrick Ittrich,Match Report,,2,12,6,50.0,0.17,0.33,14.9,1.0,0,0,1.6,0.13,0.4,0.4,2019-2020,Bayer Leverkusen,
2,2019-08-31,15:30,Matchweek 3,Sat,Home,D,0.0,0.0,Hoffenheim,0.9,0.6,74.0,26506.0,Lars Bender,4-1-4-1,Felix Zwayer,Match Report,,0,20,2,10.0,0.0,0.0,18.7,0.0,0,0,0.9,0.05,-0.9,-0.9,2019-2020,Bayer Leverkusen,
3,2019-09-14,15:30,Matchweek 4,Sat,Away,L,0.0,4.0,Dortmund,0.9,2.9,67.0,81365.0,Lars Bender,4-2-3-1,Daniel Siebert,Match Report,,0,12,2,16.7,0.0,0.0,24.1,0.0,0,0,0.9,0.08,-0.9,-0.9,2019-2020,Bayer Leverkusen,
4,2019-09-21,15:30,Matchweek 5,Sat,Home,W,2.0,0.0,Union Berlin,1.4,0.2,67.0,27430.0,Lars Bender,4-2-3-1,Robert Hartmann,Match Report,,2,20,7,35.0,0.1,0.29,19.9,0.0,0,0,1.4,0.08,0.6,0.6,2019-2020,Bayer Leverkusen,
5,2019-09-28,15:30,Matchweek 6,Sat,Away,W,3.0,0.0,Augsburg,0.9,0.3,74.0,27113.0,Kevin Volland,4-2-3-1,Robert Kampka,Match Report,,2,11,5,45.5,0.18,0.4,21.2,1.0,0,0,0.9,0.08,1.1,1.1,2019-2020,Bayer Leverkusen,
