,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,season,team
13,2023-12-03,14:00,Matchweek 14,Sun,Home,D,1.0,1.0,Crystal Palace,1.1,0.9,55.0,62414.0,Tomáš Souček,4-2-3-1,Michael Oliver,Match Report,,1,9,3,33.3,0.11,0.33,15.7,1,0,0,1.1,0.13,-0.1,-0.1,2,1,50.0,0,0.6,-0.4,0,0,0,2,5,40.0,21,4,23.8,28.8,5,0.0,19.0,10,0,0.0,0,12.0,2023-2024,West Ham United
14,2023-12-07,20:15,Matchweek 15,Thu,Away,W,2.0,1.0,Tottenham,2.2,1.8,26.0,61171.0,Kurt Zouma,4-3-3,Michael Salisbury,Match Report,,2,11,5,45.5,0.18,0.4,15.0,0,0,0,2.2,0.22,-0.2,-0.2,6,5,83.3,0,1.0,0.0,0,0,0,10,24,41.7,25,6,60.0,40.5,10,90.0,53.7,23,1,4.3,0,6.5,2023-2024,West Ham United
15,2023-12-10,14:00,Matchweek 16,Sun,Away,L,0.0,5.0,Fulham,1.3,2.3,37.0,23988.0,Kurt Zouma,4-4-1-1,Paul Tierney,Match Report,,0,9,5,55.6,0.0,0.0,19.2,1,0,0,1.3,0.15,-1.3,-1.3,8,3,37.5,0,3.9,-1.1,0,0,0,2,8,25.0,20,8,25.0,29.5,8,37.5,38.5,14,1,7.1,1,9.5,2023-2024,West Ham United
16,2023-12-17,14:00,Matchweek 17,Sun,Home,W,3.0,0.0,Wolves,1.1,0.7,45.0,62455.0,Kurt Zouma,4-2-3-1,Chris Kavanagh,Match Report,,3,13,4,30.8,0.23,0.75,19.8,2,0,0,1.1,0.09,1.9,1.9,3,3,100.0,1,0.5,0.5,0,0,0,6,16,37.5,29,4,51.7,37.6,4,25.0,29.8,23,3,13.0,0,8.8,2023-2024,West Ham United
17,2023-12-23,12:30,Matchweek 18,Sat,Home,W,2.0,0.0,Manchester Utd,1.2,1.0,35.0,64472.0,Kurt Zouma,4-2-3-1,Simon Hooper,Match Report,,2,12,5,41.7,0.17,0.4,13.8,0,0,0,1.2,0.11,0.8,0.8,3,3,100.0,1,0.7,0.7,0,0,0,7,21,33.3,25,3,68.0,43.4,7,57.1,36.7,12,1,8.3,0,17.0,2023-2024,West Ham United
18,2023-12-28,20:15,Matchweek 19,Thu,Away,W,2.0,0.0,Arsenal,1.4,2.7,27.0,60261.0,Angelo Ogbonna,4-2-3-1,Michael Oliver,Match Report,,2,5,2,40.0,0.4,1.0,17.4,0,0,1,0.6,0.13,0.6,1.4,8,8,100.0,1,1.2,1.2,0,0,0,10,32,31.3,25,1,80.0,50.6,16,75.0,45.4,23,1,4.3,0,8.0,2023-2024,West Ham United
19,2024-01-02,19:30,Matchweek 20,Tue,Home,D,0.0,0.0,Brighton,0.7,2.3,32.0,62462.0,Angelo Ogbonna,4-2-3-1,Samuel Barrott,Match Report,,0,6,2,33.3,0.0,0.0,16.0,0,0,0,0.7,0.11,-0.7,-0.7,8,8,100.0,1,1.5,1.5,0,0,0,11,21,52.4,28,6,50.0,39.3,10,70.0,42.5,8,0,0.0,0,5.0,2023-2024,West Ham United
20,2024-01-21,14:00,Matchweek 21,Sun,Away,D,2.0,2.0,Sheffield Utd,2.3,2.5,43.0,29164.0,Kurt Zouma,4-4-1-1,Michael Salisbury,Match Report,,2,15,4,26.7,0.07,0.25,14.9,0,1,1,1.5,0.1,-0.3,-0.5,6,4,83.3,0,2.0,0.0,1,0,0,2,10,20.0,19,5,31.6,34.5,8,50.0,34.6,13,3,23.1,0,6.8,2023-2024,West Ham United
21,2024-02-01,19:30,Matchweek 22,Thu,Home,D,1.0,1.0,Bournemouth,1.4,1.2,48.0,,Kurt Zouma,4-3-2-1,Tim Robinson,Match Report,,1,8,2,25.0,0.0,0.0,17.1,0,1,1,0.6,0.07,-0.4,-0.6,4,3,75.0,0,0.6,-0.4,0,0,0,4,11,36.4,21,4,38.1,34.3,6,50.0,46.0,10,0,0.0,0,4.0,2023-2024,West Ham United
0,2023-08-14,20:00,Matchweek 1,Mon,Home,W,1.0,0.0,Wolves,2.2,2.2,51.0,73358.0,Bruno Fernandes,4-1-4-1,Simon Hooper,Match Report,,1,15,2,13.3,0.07,0.5,14.7,0,0,0,2.2,0.15,-1.2,-1.2,6,6,100.0,1,0.8,0.8,0,0,0,2,12,16.7,37,5,27.0,32.3,8,25.0,24.0,21,1,4.8,2,18.5,2023-2024,Manchester United
1,2023-08-19,17:30,Matchweek 2,Sat,Away,L,0.0,2.0,Tottenham,2.1,1.7,45.0,61910.0,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,,0,22,6,27.3,0.0,0.0,15.6,1,0,0,2.1,0.09,-2.1,-2.1,6,5,66.7,0,1.8,0.8,0,0,0,2,8,25.0,31,6,22.6,33.1,7,14.3,17.3,12,1,8.3,2,25.3,2023-2024,Manchester United
2,2023-08-26,15:00,Matchweek 3,Sat,Home,W,3.0,2.0,Nott'ham Forest,2.8,1.2,66.0,73595.0,Bruno Fernandes,4-2-3-1,Stuart Attwell,Match Report,,3,17,8,47.1,0.12,0.25,20.3,0,1,1,2.0,0.12,0.2,0.0,4,2,50.0,0,2.0,0.0,0,0,0,1,6,16.7,20,3,25.0,28.9,3,33.3,36.3,10,0,0.0,0,,2023-2024,Manchester United
3,2023-09-03,16:30,Matchweek 4,Sun,Away,L,1.0,3.0,Arsenal,0.9,2.3,45.0,60192.0,Bruno Fernandes,4-2-3-1,Anthony Taylor,Match Report,,1,10,2,20.0,0.1,0.5,16.5,0,0,0,0.9,0.09,0.1,0.1,5,2,40.0,0,1.6,-1.4,0,0,0,4,11,36.4,51,1,19.6,25.9,8,12.5,19.1,20,1,5.0,0,8.0,2023-2024,Manchester United
4,2023-09-16,15:00,Matchweek 5,Sat,Home,L,1.0,3.0,Brighton,1.0,1.7,44.0,73592.0,Bruno Fernandes,4-1-2-1-2◆,Jarred Gillett,Match Report,,1,14,4,28.6,0.07,0.25,18.6,1,0,0,1.0,0.07,0.0,0.0,8,5,62.5,0,2.5,-0.5,0,0,0,1,11,9.1,38,5,28.9,29.5,4,0.0,15.5,4,0,0.0,0,9.0,2023-2024,Manchester United
5,2023-09-23,20:00,Matchweek 6,Sat,Away,W,1.0,0.0,Burnley,1.0,1.1,39.0,21593.0,Bruno Fernandes,4-2-3-1,Tony Harrington,Match Report,,1,11,4,36.4,0.09,0.25,15.0,0,0,0,1.0,0.09,0.0,0.0,4,4,100.0,1,0.6,0.6,0,0,0,4,17,23.5,38,3,39.5,34.5,6,33.3,29.7,17,1,5.9,0,3.0,2023-2024,Manchester United
6,2023-09-30,15:00,Matchweek 7,Sat,Home,L,0.0,1.0,Crystal Palace,1.3,0.9,77.0,73428.0,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,,0,19,3,15.8,0.0,0.0,15.5,0,0,0,1.3,0.07,-1.3,-1.3,2,1,50.0,0,0.4,-0.6,0,0,0,2,3,66.7,30,3,10.0,20.6,7,0.0,15.7,9,0,0.0,3,33.3,2023-2024,Manchester United
7,2023-10-07,15:00,Matchweek 8,Sat,Home,W,2.0,1.0,Brentford,1.4,0.9,64.0,73453.0,Bruno Fernandes,4-2-3-1,Andy Madley,Match Report,,2,21,8,38.1,0.1,0.25,18.3,1,0,0,1.4,0.07,0.6,0.6,3,2,66.7,0,0.3,-0.7,0,0,0,7,15,46.7,28,3,50.0,39.4,10,10.0,14.3,6,0,0.0,1,42.0,2023-2024,Manchester United
8,2023-10-21,20:00,Matchweek 9,Sat,Away,W,2.0,1.0,Sheffield Utd,1.1,1.4,62.0,31543.0,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,,2,14,5,35.7,0.14,0.4,20.6,1,0,0,1.1,0.08,0.9,0.9,6,5,100.0,0,2.0,1.0,1,0,0,4,10,40.0,31,5,29.0,29.7,2,50.0,37.5,13,2,15.4,1,17.3,2023-2024,Manchester United
9,2023-10-29,15:30,Matchweek 10,Sun,Home,L,0.0,3.0,Manchester City,0.9,4.0,40.0,73502.0,Bruno Fernandes,4-2-3-1,Paul Tierney,Match Report,,0,7,3,42.9,0.0,0.0,15.2,0,0,0,0.9,0.14,-0.9,-0.9,10,7,80.0,0,3.9,0.9,1,0,0,3,10,30.0,42,2,23.8,30.4,10,0.0,8.0,17,0,0.0,2,17.7,2023-2024,Manchester United
10,2023-11-04,12:30,Matchweek 11,Sat,Away,W,1.0,0.0,Fulham,0.7,1.0,55.0,24415.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,1,12,5,41.7,0.08,0.2,18.3,1,0,0,0.7,0.06,0.3,0.3,2,2,100.0,1,0.3,0.3,0,0,0,3,14,21.4,28,2,28.6,30.4,10,60.0,57.2,16,0,0.0,2,23.5,2023-2024,Manchester United
11,2023-11-11,15:00,Matchweek 12,Sat,Home,W,1.0,0.0,Luton Town,2.2,0.4,64.0,73599.0,Bruno Fernandes,4-2-3-1,Graham Scott,Match Report,,1,15,4,26.7,0.07,0.25,14.0,1,0,0,2.2,0.15,-1.2,-1.2,4,4,100.0,1,0.7,0.7,0,0,0,3,9,33.3,21,3,33.3,29.4,4,50.0,38.8,10,0,0.0,3,25.8,2023-2024,Manchester United
12,2023-11-26,16:30,Matchweek 13,Sun,Away,W,3.0,0.0,Everton,2.2,2.4,49.0,39257.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,3,8,3,37.5,0.25,0.67,17.4,0,1,1,1.4,0.18,0.8,0.6,6,6,100.0,1,1.6,1.6,0,0,0,7,21,33.3,49,6,30.6,29.4,14,42.9,33.5,20,2,10.0,0,5.3,2023-2024,Manchester United
13,2023-12-02,20:00,Matchweek 14,Sat,Away,L,0.0,1.0,Newcastle Utd,0.5,2.4,42.0,52214.0,Bruno Fernandes,4-2-3-1,Robert Jones,Match Report,,0,8,1,12.5,0.0,0.0,18.2,0,0,0,0.5,0.06,-0.5,-0.5,4,3,75.0,0,1.5,0.5,0,0,0,2,18,11.1,34,7,29.4,27.8,11,72.7,48.7,15,1,6.7,1,9.5,2023-2024,Manchester United
14,2023-12-06,20:15,Matchweek 15,Wed,Home,W,2.0,1.0,Chelsea,4.1,1.5,45.0,73607.0,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,,2,27,8,29.6,0.07,0.25,15.4,1,0,1,3.3,0.13,-2.1,-1.3,3,2,66.7,0,0.6,-0.4,0,0,0,1,10,10.0,25,2,24.0,29.6,8,50.0,32.0,3,0,0.0,0,5.0,2023-2024,Manchester United
15,2023-12-09,15:00,Matchweek 16,Sat,Home,L,0.0,3.0,Bournemouth,1.1,1.5,68.0,73427.0,Bruno Fernandes,4-2-3-1,Peter Bankes,Match Report,,0,20,3,15.0,0.0,0.0,15.4,0,0,0,1.1,0.06,-1.1,-1.1,4,1,25.0,0,2.1,-0.9,0,0,0,8,15,53.3,44,4,34.1,31.5,6,0.0,9.5,11,1,9.1,0,9.5,2023-2024,Manchester United
16,2023-12-17,16:30,Matchweek 17,Sun,Away,D,0.0,0.0,Liverpool,0.8,2.3,32.0,57158.0,Scott McTominay,4-2-3-1,Michael Oliver,Match Report,,0,6,1,16.7,0.0,0.0,16.3,0,0,0,0.8,0.14,-0.8,-0.8,8,8,100.0,1,1.4,1.4,0,0,0,10,25,40.0,39,4,46.2,36.1,19,36.8,29.3,32,1,3.1,2,17.8,2023-2024,Manchester United
17,2023-12-23,12:30,Matchweek 18,Sat,Away,L,0.0,2.0,West Ham,1.0,1.2,65.0,64472.0,Bruno Fernandes,4-2-3-1,Simon Hooper,Match Report,,0,11,3,27.3,0.0,0.0,18.1,0,0,0,1.0,0.09,-1.0,-1.0,5,3,60.0,0,2.1,0.1,0,0,0,3,8,37.5,44,2,15.9,25.9,6,16.7,20.7,13,0,0.0,0,4.0,2023-2024,Manchester United
18,2023-12-26,20:00,Matchweek 19,Tue,Home,W,3.0,2.0,Aston Villa,1.1,1.7,46.0,73574.0,Bruno Fernandes,4-2-3-1,Craig Pawson,Match Report,,3,13,7,53.8,0.23,0.43,18.0,1,0,0,1.1,0.09,1.9,1.9,3,1,33.3,0,1.7,-0.3,0,0,0,3,14,21.4,33,1,39.4,34.4,3,33.3,27.0,9,1,11.1,0,7.3,2023-2024,Manchester United
19,2023-12-30,17:30,Matchweek 20,Sat,Away,L,1.0,2.0,Nott'ham Forest,0.8,0.7,56.0,29529.0,Bruno Fernandes,4-2-3-1,Tim Robinson,Match Report,,1,10,5,50.0,0.1,0.2,17.5,0,0,0,0.8,0.08,0.2,0.2,2,0,0.0,0,1.0,-1.0,0,0,0,3,5,60.0,27,1,18.5,25.6,8,0.0,14.0,14,0,0.0,0,11.0,2023-2024,Manchester United
20,2024-01-14,16:30,Matchweek 21,Sun,Home,D,2.0,2.0,Tottenham,0.8,1.2,37.0,73489.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,2,9,2,22.2,0.22,1.0,14.5,1,0,0,0.8,0.08,1.2,1.2,5,3,60.0,0,1.1,-0.9,0,0,0,6,11,54.5,30,9,26.7,31.3,5,60.0,42.8,26,2,7.7,0,4.5,2023-2024,Manchester United
21,2024-02-01,20:15,Matchweek 22,Thu,Away,W,4.0,3.0,Wolves,3.3,2.1,47.0,31641.0,Bruno Fernandes,4-2-3-1,Jarred Gillett,Match Report,,4,21,8,38.1,0.19,0.5,18.2,2,0,0,3.3,0.16,0.7,0.7,6,3,66.7,0,2.6,-0.4,1,0,0,4,16,25.0,37,4,29.7,29.9,8,62.5,42.3,17,3,17.6,1,9.8,2023-2024,Manchester United
0,2023-08-12,17:30,Matchweek 1,Sat,Home,W,5.0,1.0,Aston Villa,3.3,1.8,52.0,52207.0,Kieran Trippier,4-3-3,Andy Madley,Match Report,,5,17,12,70.6,0.29,0.42,13.2,0,0,0,3.3,0.2,1.7,1.7,6,5,83.3,0,1.8,0.8,0,0,0,1,7,14.3,15,6,13.3,26.9,8,62.5,46.4,9,0,0.0,0,,2023-2024,Newcastle United
1,2023-08-19,20:00,Matchweek 2,Sat,Away,L,0.0,1.0,Manchester City,0.3,1.0,41.0,53419.0,Kieran Trippier,4-3-3,Robert Jones,Match Report,,0,7,1,14.3,0.0,0.0,20.3,0,0,0,0.3,0.04,-0.3,-0.3,4,3,75.0,0,1.3,0.3,0,0,0,2,4,50.0,21,7,4.8,22.5,8,37.5,33.5,3,0,0.0,2,22.0,2023-2024,Newcastle United
2,2023-08-27,16:30,Matchweek 3,Sun,Home,L,1.0,2.0,Liverpool,2.0,0.9,59.0,52214.0,Kieran Trippier,4-3-3,John Brooks,Match Report,,1,23,8,34.8,0.04,0.13,18.3,1,0,0,2.0,0.09,-1.0,-1.0,4,2,50.0,0,1.8,-0.2,0,0,0,4,10,40.0,25,7,32.0,27.9,6,33.3,29.3,13,1,7.7,10,26.8,2023-2024,Newcastle United
3,2023-09-02,17:30,Matchweek 4,Sat,Away,L,1.0,3.0,Brighton,1.2,1.3,44.0,31620.0,Kieran Trippier,4-3-3,Stuart Attwell,Match Report,,1,9,2,22.2,0.11,0.5,14.6,0,0,0,1.2,0.14,-0.2,-0.2,6,3,50.0,0,1.5,-1.5,0,0,0,2,6,33.3,24,6,12.5,27.9,7,42.9,41.7,6,0,0.0,4,24.5,2023-2024,Newcastle United
4,2023-09-16,17:30,Matchweek 5,Sat,Home,W,1.0,0.0,Brentford,1.4,0.5,56.0,51670.0,Kieran Trippier,4-3-3,Craig Pawson,Match Report,,1,8,1,12.5,0.0,0.0,20.2,0,1,1,0.6,0.08,-0.4,-0.6,2,2,100.0,1,0.6,0.6,0,0,0,5,13,38.5,19,6,31.6,34.9,10,70.0,54.2,9,1,11.1,1,15.3,2023-2024,Newcastle United
5,2023-09-24,16:30,Matchweek 6,Sun,Away,W,8.0,0.0,Sheffield Utd,3.9,0.9,58.0,31127.0,Kieran Trippier,4-3-3,Stuart Attwell,Match Report,,8,22,15,68.2,0.36,0.53,14.2,0,0,0,3.9,0.18,4.1,4.1,1,1,100.0,1,0.2,0.2,0,0,0,4,6,66.7,21,6,19.0,27.1,6,33.3,34.2,5,0,0.0,4,23.2,2023-2024,Newcastle United
6,2023-09-30,15:00,Matchweek 7,Sat,Home,W,2.0,0.0,Burnley,3.1,0.6,53.0,51687.0,Jamaal Lascelles,4-3-3,Thomas Bramall,Match Report,,2,19,6,31.6,0.05,0.17,15.8,0,1,1,2.4,0.13,-1.1,-1.4,2,2,100.0,1,0.4,0.4,0,0,0,1,3,33.3,24,5,8.3,25.2,2,50.0,36.5,5,0,0.0,0,19.0,2023-2024,Newcastle United
7,2023-10-08,14:00,Matchweek 8,Sun,Away,D,2.0,2.0,West Ham,2.0,1.2,64.0,62473.0,Jamaal Lascelles,4-3-3,Peter Bankes,Match Report,,2,10,3,30.0,0.2,0.67,12.1,0,0,0,2.0,0.2,0.0,0.0,3,1,33.3,0,1.3,-0.7,0,0,0,2,8,25.0,28,10,21.4,28.0,4,50.0,40.3,11,3,27.3,0,8.8,2023-2024,Newcastle United
8,2023-10-21,15:00,Matchweek 9,Sat,Home,W,4.0,0.0,Crystal Palace,2.4,1.2,59.0,52189.0,Jamaal Lascelles,4-3-3,Tim Robinson,Match Report,,4,10,7,70.0,0.4,0.57,10.2,0,0,0,2.4,0.24,1.6,1.6,3,3,100.0,1,1.0,1.0,0,0,0,2,2,100.0,17,6,11.8,26.4,10,0.0,15.5,12,0,0.0,3,22.0,2023-2024,Newcastle United
9,2023-10-28,17:30,Matchweek 10,Sat,Away,D,2.0,2.0,Wolves,2.2,0.9,57.0,31584.0,Jamaal Lascelles,4-3-3,Anthony Taylor,Match Report,,2,12,3,25.0,0.08,0.33,14.2,0,1,1,1.4,0.14,-0.2,-0.4,6,4,66.7,0,1.3,-0.7,0,0,0,1,5,20.0,19,9,15.8,25.3,3,66.7,48.3,14,0,0.0,1,21.0,2023-2024,Newcastle United
10,2023-11-04,17:30,Matchweek 11,Sat,Home,W,1.0,0.0,Arsenal,1.0,0.6,42.0,52194.0,Jamaal Lascelles,4-3-3,Stuart Attwell,Match Report,,1,9,1,11.1,0.11,1.0,18.6,0,0,0,1.0,0.14,0.0,0.0,1,1,100.0,1,0.1,0.1,0,0,0,4,17,23.5,16,3,43.8,37.8,10,100.0,65.2,20,0,0.0,0,8.0,2023-2024,Newcastle United
11,2023-11-11,17:30,Matchweek 12,Sat,Away,L,0.0,2.0,Bournemouth,0.5,2.4,52.0,11201.0,Jamaal Lascelles,4-3-3,Chris Kavanagh,Match Report,,0,8,5,62.5,0.0,0.0,19.5,0,0,0,0.5,0.06,-0.5,-0.5,10,8,80.0,0,2.6,0.6,0,0,0,3,5,60.0,18,8,11.1,23.5,7,42.9,34.1,14,0,0.0,1,12.3,2023-2024,Newcastle United
12,2023-11-25,15:00,Matchweek 13,Sat,Home,W,4.0,1.0,Chelsea,2.4,0.5,54.0,52227.0,Jamaal Lascelles,4-3-3,Simon Hooper,Match Report,,4,14,5,35.7,0.29,0.8,17.0,1,0,0,2.4,0.17,1.6,1.6,4,3,75.0,0,1.1,0.1,0,0,0,3,8,37.5,18,4,22.2,30.2,5,80.0,48.6,3,0,0.0,2,19.0,2023-2024,Newcastle United
13,2023-12-02,20:00,Matchweek 14,Sat,Home,W,1.0,0.0,Manchester Utd,2.4,0.5,58.0,52214.0,Jamaal Lascelles,4-3-3,Robert Jones,Match Report,,1,22,4,18.2,0.05,0.25,16.4,1,0,0,2.4,0.11,-1.4,-1.4,1,1,,1,0.2,0.0,0,0,0,1,9,11.1,19,2,26.3,31.9,4,100.0,60.3,11,2,18.2,0,6.5,2023-2024,Newcastle United
14,2023-12-07,19:30,Matchweek 15,Thu,Away,L,0.0,3.0,Everton,1.5,3.3,62.0,38198.0,Jamaal Lascelles,4-3-3,Tim Robinson,Match Report,,0,13,3,23.1,0.0,0.0,19.3,1,0,0,1.5,0.12,-1.5,-1.5,6,3,50.0,0,1.8,-1.2,0,0,0,2,8,25.0,39,8,5.1,21.5,13,46.2,39.1,25,2,8.0,1,11.6,2023-2024,Newcastle United
15,2023-12-10,16:30,Matchweek 16,Sun,Away,L,1.0,4.0,Tottenham,1.7,3.8,44.0,61171.0,Jamaal Lascelles,4-3-3,Chris Kavanagh,Match Report,,1,9,3,33.3,0.11,0.33,14.4,0,0,0,1.7,0.19,-0.7,-0.7,11,7,72.7,0,4.6,0.6,1,0,0,6,17,35.3,29,10,34.5,31.3,9,77.8,47.4,13,0,0.0,1,24.0,2023-2024,Newcastle United
16,2023-12-16,15:00,Matchweek 17,Sat,Home,W,3.0,0.0,Fulham,3.5,0.3,70.0,52055.0,Jamaal Lascelles,4-3-3,Samuel Barrott,Match Report,,3,27,10,37.0,0.11,0.3,14.4,0,0,0,3.5,0.14,-0.5,-0.5,4,4,100.0,1,0.3,0.3,0,0,0,0,0,,16,9,0.0,20.0,3,0.0,17.3,8,2,25.0,2,18.0,2023-2024,Newcastle United
17,2023-12-23,15:00,Matchweek 18,Sat,Away,L,0.0,1.0,Luton Town,1.4,1.4,65.0,11042.0,Jamaal Lascelles,4-3-3,Darren England,Match Report,,0,15,2,13.3,0.0,0.0,12.2,0,0,0,1.4,0.1,-1.4,-1.4,5,4,80.0,0,1.9,0.9,0,0,0,4,12,33.3,26,5,15.4,27.3,13,61.5,42.6,12,1,8.3,0,1.0,2023-2024,Newcastle United
18,2023-12-26,12:30,Matchweek 19,Tue,Home,L,1.0,3.0,Nott'ham Forest,2.4,3.5,62.0,52207.0,Kieran Trippier,4-3-3,Chris Kavanagh,Match Report,,1,18,5,27.8,0.0,0.0,15.1,1,1,1,1.6,0.1,-1.4,-1.6,6,3,50.0,0,3.0,0.0,0,0,0,3,5,60.0,22,8,18.2,24.3,10,10.0,20.8,9,0,0.0,0,16.5,2023-2024,Newcastle United
19,2024-01-01,20:00,Matchweek 20,Mon,Away,L,2.0,4.0,Liverpool,0.6,7.0,39.0,57471.0,Dan Burn,4-3-3,Anthony Taylor,Match Report,,2,5,3,60.0,0.4,0.67,16.1,0,0,0,0.6,0.12,1.4,1.4,14,9,78.6,0,6.6,2.6,1,1,0,1,8,12.5,9,4,22.2,26.0,8,75.0,47.3,21,1,4.8,0,4.7,2023-2024,Newcastle United
20,2024-01-13,17:30,Matchweek 21,Sat,Home,L,2.0,3.0,Manchester City,1.3,3.0,28.0,52190.0,Kieran Trippier,4-3-3,Chris Kavanagh,Match Report,,2,12,5,41.7,0.17,0.4,14.7,0,0,0,1.3,0.11,0.7,0.7,11,8,72.7,0,3.2,0.2,0,0,0,6,14,42.9,25,6,32.0,30.6,9,66.7,46.3,16,0,0.0,0,5.8,2023-2024,Newcastle United
21,2024-01-30,20:15,Matchweek 22,Tue,Away,W,3.0,1.0,Aston Villa,2.6,1.4,39.0,42191.0,Kieran Trippier,4-3-3,John Brooks,Match Report,,2,14,5,35.7,0.14,0.4,11.9,0,0,0,2.6,0.19,-0.6,-0.6,5,4,80.0,0,0.7,-0.3,0,0,0,2,7,28.6,16,6,25.0,32.8,4,75.0,48.3,19,2,10.5,2,14.5,2023-2024,Newcastle United
0,2023-08-12,15:00,Matchweek 1,Sat,Home,W,4.0,1.0,Luton Town,4.0,1.5,70.0,31872.0,Lewis Dunk,4-2-3-1,David Coote,Match Report,,4,26,11,42.3,0.12,0.27,17.0,0,1,1,3.2,0.12,0.0,-0.2,3,2,100.0,0,1.1,0.1,1,0,0,3,3,100.0,31,5,9.7,21.8,8,0.0,9.0,21,0,0.0,0,14.0,2023-2024,Brighton and Hove Albion
1,2023-08-19,15:00,Matchweek 2,Sat,Away,W,4.0,1.0,Wolves,2.2,2.1,53.0,31317.0,Lewis Dunk,4-2-3-1,Andy Madley,Match Report,,4,16,8,50.0,0.25,0.5,15.6,0,0,0,2.2,0.14,1.8,1.8,5,4,80.0,0,1.8,0.8,0,0,0,1,6,16.7,42,3,14.3,25.3,9,0.0,7.2,13,1,7.7,2,13.9,2023-2024,Brighton and Hove Albion
2,2023-08-26,17:30,Matchweek 3,Sat,Home,L,1.0,3.0,West Ham,1.5,3.0,78.0,31508.0,Lewis Dunk,4-2-3-1,Anthony Taylor,Match Report,,1,25,10,40.0,0.04,0.1,19.5,1,0,0,1.5,0.06,-0.5,-0.5,7,4,57.1,0,2.9,-0.1,0,0,0,1,1,100.0,26,6,3.8,19.2,5,0.0,15.6,8,1,12.5,1,10.0,2023-2024,Brighton and Hove Albion
3,2023-09-02,17:30,Matchweek 4,Sat,Home,W,3.0,1.0,Newcastle Utd,1.3,1.2,56.0,31620.0,Lewis Dunk,4-2-3-1,Stuart Attwell,Match Report,,3,15,6,40.0,0.2,0.5,17.3,0,0,0,1.3,0.09,1.7,1.7,2,1,50.0,0,0.4,-0.6,0,0,0,4,10,40.0,58,4,17.2,27.1,9,0.0,7.7,8,1,12.5,0,6.0,2023-2024,Brighton and Hove Albion
4,2023-09-16,15:00,Matchweek 5,Sat,Away,W,3.0,1.0,Manchester Utd,1.7,1.0,56.0,73592.0,Lewis Dunk,4-2-3-1,Jarred Gillett,Match Report,,3,10,8,80.0,0.3,0.38,17.1,0,0,0,1.7,0.17,1.3,1.3,4,3,75.0,0,0.7,-0.3,0,0,0,8,12,66.7,52,2,23.1,27.4,8,0.0,8.1,15,0,0.0,3,21.8,2023-2024,Brighton and Hove Albion
5,2023-09-24,14:00,Matchweek 6,Sun,Home,W,3.0,1.0,Bournemouth,1.9,1.1,61.0,31617.0,Lewis Dunk,4-2-3-1,John Brooks,Match Report,,2,13,4,30.8,0.15,0.5,17.1,0,0,0,1.9,0.14,0.1,0.1,3,2,66.7,0,0.6,-0.4,0,0,0,4,18,22.2,52,3,34.6,34.5,6,0.0,7.2,7,1,14.3,1,16.5,2023-2024,Brighton and Hove Albion
6,2023-09-30,12:30,Matchweek 7,Sat,Away,L,1.0,6.0,Aston Villa,1.7,1.6,61.0,40636.0,Lewis Dunk,4-2-3-1,Andy Madley,Match Report,,1,11,3,27.3,0.09,0.33,15.4,0,0,0,1.7,0.16,-0.7,-0.7,9,4,33.3,0,3.1,-1.9,0,0,0,1,1,100.0,29,4,3.4,24.1,5,0.0,7.6,3,1,33.3,0,12.0,2023-2024,Brighton and Hove Albion
7,2023-10-08,14:00,Matchweek 8,Sun,Home,D,2.0,2.0,Liverpool,2.3,2.3,46.0,31752.0,Lewis Dunk,4-2-3-1,Anthony Taylor,Match Report,,2,14,3,21.4,0.14,0.67,17.0,2,0,0,2.3,0.17,-0.3,-0.3,4,2,75.0,0,2.0,0.0,1,0,0,2,6,33.3,48,3,12.5,23.1,5,0.0,8.2,6,0,0.0,3,19.0,2023-2024,Brighton and Hove Albion
8,2023-10-21,15:00,Matchweek 9,Sat,Away,L,1.0,2.0,Manchester City,0.8,0.8,45.0,53466.0,Lewis Dunk,4-2-3-1,Robert Jones,Match Report,,1,5,3,60.0,0.2,0.33,12.1,0,0,0,0.8,0.17,0.2,0.2,5,3,60.0,0,1.0,-1.0,0,0,0,1,9,11.1,48,5,18.8,24.1,7,0.0,6.1,8,0,0.0,2,24.0,2023-2024,Brighton and Hove Albion
