,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,season,team
4,2023-09-16,17:30,Matchweek 5,Sat,Away,L,0.0,1.0,Newcastle Utd,0.5,1.4,44.0,51670.0,Christian Nørgaard,5-3-2,Craig Pawson,Match Report,,0,11,2,18.2,0.0,0.0,15.7,0,0,0,0.5,0.05,-0.5,-0.5,2,1,100.0,0,1.0,0.0,1,0,0,5,26,19.2,36,3,55.6,42.9,7,85.7,60.3,21,0,0.0,2,9.7,2023-2024,Brentford
5,2023-09-23,17:30,Matchweek 6,Sat,Home,L,1.0,3.0,Everton,1.0,1.9,57.0,16981.0,Christian Nørgaard,4-3-3,Michael Oliver,Match Report,,1,12,2,16.7,0.08,0.5,13.9,1,0,0,1.0,0.09,0.0,0.0,6,3,50.0,0,1.5,-1.5,0,0,0,0,7,0.0,49,7,12.2,25.0,12,8.3,18.7,15,0,0.0,0,6.5,2023-2024,Brentford
6,2023-10-01,14:00,Matchweek 7,Sun,Away,D,1.0,1.0,Nott'ham Forest,1.6,0.5,59.0,29004.0,Christian Nørgaard,4-3-3,Paul Tierney,Match Report,,1,18,3,16.7,0.06,0.33,14.1,0,0,0,1.6,0.09,-0.6,-0.6,1,0,0.0,0,0.1,-0.9,0,0,0,1,2,50.0,32,4,6.3,23.6,5,0.0,16.4,8,0,0.0,1,41.0,2023-2024,Brentford
7,2023-10-07,15:00,Matchweek 8,Sat,Away,L,1.0,2.0,Manchester Utd,0.9,1.4,36.0,73453.0,Christian Nørgaard,3-5-2,Andy Madley,Match Report,,1,11,3,27.3,0.09,0.33,17.3,0,0,0,0.9,0.09,0.1,0.1,8,6,75.0,0,1.5,-0.5,0,0,0,7,22,31.8,39,3,48.7,38.4,10,30.0,34.3,28,1,3.6,1,11.7,2023-2024,Brentford
8,2023-10-21,15:00,Matchweek 9,Sat,Home,W,3.0,0.0,Burnley,3.1,1.1,50.0,17029.0,Christian Nørgaard,4-3-3,Joshua Smith,Match Report,,3,23,9,39.1,0.13,0.33,15.2,1,0,0,3.1,0.14,-0.1,-0.1,1,1,100.0,1,0.4,0.4,0,0,0,6,14,42.9,32,2,40.6,36.0,7,14.3,21.4,13,0,0.0,1,13.0,2023-2024,Brentford
9,2023-10-28,12:30,Matchweek 10,Sat,Away,W,2.0,0.0,Chelsea,2.2,1.9,31.0,39575.0,Christian Nørgaard,3-5-2,Simon Hooper,Match Report,,2,7,5,71.4,0.29,0.4,12.9,0,0,0,2.2,0.28,-0.2,-0.2,2,2,100.0,1,0.8,0.8,0,0,0,7,20,35.0,35,5,40.0,35.6,13,46.2,41.1,20,0,0.0,1,22.0,2023-2024,Brentford
10,2023-11-04,15:00,Matchweek 11,Sat,Home,W,3.0,2.0,West Ham,1.5,1.8,58.0,17103.0,Christian Nørgaard,4-3-3,Thomas Bramall,Match Report,,2,16,4,25.0,0.13,0.5,15.7,1,0,0,1.5,0.1,0.5,0.5,2,0,0.0,0,1.2,0.0,0,0,0,6,12,50.0,35,3,22.9,31.5,9,44.4,36.3,18,1,5.6,0,5.0,2023-2024,Brentford
11,2023-11-12,14:00,Matchweek 12,Sun,Away,L,0.0,3.0,Liverpool,1.6,1.7,41.0,50151.0,Christian Nørgaard,5-3-2,Paul Tierney,Match Report,,0,16,3,18.8,0.0,0.0,16.8,2,0,0,1.6,0.11,-1.6,-1.6,10,7,70.0,0,2.5,-0.5,0,0,0,8,23,34.8,45,5,40.0,32.7,6,83.3,53.7,16,3,18.8,0,10.4,2023-2024,Brentford
12,2023-11-25,17:30,Matchweek 13,Sat,Home,L,0.0,1.0,Arsenal,1.1,1.6,36.0,17201.0,Christian Nørgaard,5-3-2,Tim Robinson,Match Report,,0,9,1,11.1,0.0,0.0,11.9,0,0,0,1.1,0.16,-1.1,-1.1,4,3,75.0,0,1.2,0.2,0,0,0,8,33,24.2,33,1,63.6,44.5,12,100.0,62.3,23,2,8.7,0,3.7,2023-2024,Brentford
13,2023-12-02,15:00,Matchweek 14,Sat,Home,W,3.0,1.0,Luton Town,3.1,0.2,67.0,17075.0,Christian Nørgaard,4-3-3,Anthony Taylor,Match Report,,3,27,6,22.2,0.11,0.5,15.3,0,0,0,3.1,0.13,-0.1,-0.1,1,0,0.0,0,0.1,-0.9,0,0,0,2,8,25.0,25,0,32.0,28.2,2,0.0,12.5,10,0,0.0,0,,2023-2024,Brentford
14,2023-12-06,19:30,Matchweek 15,Wed,Away,L,1.0,2.0,Brighton,1.5,1.5,38.0,31571.0,Vitaly Janelt,4-4-2,Peter Bankes,Match Report,,1,7,0,0.0,0.0,,17.6,0,1,1,0.7,0.1,-0.5,-0.7,7,5,71.4,0,2.2,0.2,0,0,0,7,24,29.2,43,1,37.2,34.7,10,80.0,54.8,10,1,10.0,0,7.7,2023-2024,Brentford
15,2023-12-09,15:00,Matchweek 16,Sat,Away,L,0.0,1.0,Sheffield Utd,0.6,0.8,59.0,28509.0,Christian Nørgaard,4-3-3,Stuart Attwell,Match Report,,0,10,4,40.0,0.0,0.0,16.6,0,0,0,0.6,0.07,-0.6,-0.6,4,3,75.0,0,0.9,-0.1,0,0,0,4,13,30.8,42,5,31.0,32.0,8,0.0,16.9,9,2,22.2,2,34.8,2023-2024,Brentford
16,2023-12-17,14:00,Matchweek 17,Sun,Home,L,1.0,2.0,Aston Villa,0.5,1.4,33.0,17034.0,Christian Nørgaard,3-5-2,David Coote,Match Report,,1,4,3,75.0,0.25,0.33,13.3,0,0,0,0.5,0.13,0.5,0.5,5,3,60.0,0,1.2,-0.8,0,0,0,6,12,50.0,20,2,55.0,37.3,7,14.3,26.4,16,0,0.0,1,13.5,2023-2024,Brentford
17,2023-12-27,19:30,Matchweek 19,Wed,Home,L,1.0,4.0,Wolves,2.2,2.4,60.0,17109.0,Christian Nørgaard,4-3-3,Andy Madley,Match Report,,1,14,4,28.6,0.07,0.25,13.8,0,0,0,2.2,0.16,-1.2,-1.2,5,1,20.0,0,2.1,-1.9,0,0,0,3,9,33.3,43,5,18.6,26.9,5,20.0,22.2,6,0,0.0,7,27.0,2023-2024,Brentford
18,2023-12-30,15:00,Matchweek 20,Sat,Away,L,1.0,3.0,Crystal Palace,1.4,1.0,53.0,25472.0,Christian Nørgaard,3-5-2,Robert Jones,Match Report,,1,9,4,44.4,0.11,0.25,16.0,0,0,0,1.4,0.15,-0.4,-0.4,6,3,50.0,0,2.0,-1.0,0,0,0,3,10,30.0,38,10,26.3,30.7,8,0.0,15.1,19,3,15.8,0,6.0,2023-2024,Brentford
19,2024-01-20,17:30,Matchweek 21,Sat,Home,W,3.0,2.0,Nott'ham Forest,1.2,1.2,48.0,17077.0,Ivan Toney,3-5-2,Darren England,Match Report,,3,11,5,45.5,0.27,0.6,14.8,1,0,0,1.2,0.11,1.8,1.8,3,1,33.3,0,0.9,-1.1,0,0,0,8,16,50.0,43,3,30.2,33.1,8,37.5,34.5,14,1,7.1,0,9.0,2023-2024,Brentford
20,2024-01-31,19:30,Matchweek 22,Wed,Away,L,2.0,3.0,Tottenham,1.6,2.9,32.0,61210.0,Christian Nørgaard,3-5-2,David Coote,Match Report,,2,9,5,55.6,0.22,0.4,12.9,0,0,0,1.6,0.18,0.4,0.4,5,2,40.0,0,3.0,0.0,0,0,0,9,24,37.5,28,1,60.7,40.8,7,100.0,64.3,14,2,14.3,2,11.7,2023-2024,Brentford
0,2023-08-12,12:30,Matchweek 1,Sat,Away,L,1.0,2.0,Arsenal,1.2,0.8,22.0,59984.0,Joe Worrall,3-4-3,Michael Oliver,Match Report,,1,6,2,33.3,0.17,0.5,17.3,0,0,0,1.2,0.2,-0.2,-0.2,7,5,71.4,0,2.0,0.0,0,0,0,9,19,47.4,28,12,50.0,39.1,5,100.0,69.2,10,0,0.0,0,,2023-2024,Nottingham Forest
1,2023-08-18,19:45,Matchweek 2,Fri,Home,W,2.0,1.0,Sheffield Utd,1.4,0.5,50.0,29432.0,Joe Worrall,3-4-3,Peter Bankes,Match Report,,2,16,4,25.0,0.13,0.5,15.6,0,0,0,1.4,0.09,0.6,0.6,3,2,66.7,0,1.5,0.5,0,0,0,8,16,50.0,25,4,44.0,35.9,6,83.3,52.7,17,0,0.0,2,18.7,2023-2024,Nottingham Forest
2,2023-08-26,15:00,Matchweek 3,Sat,Away,L,2.0,3.0,Manchester Utd,1.2,2.8,34.0,73595.0,Joe Worrall,3-4-3,Stuart Attwell,Match Report,,2,9,4,44.4,0.22,0.5,14.7,0,0,0,1.2,0.13,0.8,0.8,9,6,77.8,0,3.9,0.9,1,0,0,11,23,47.8,30,9,60.0,39.1,9,55.6,43.8,17,1,5.9,0,12.8,2023-2024,Nottingham Forest
3,2023-09-02,15:00,Matchweek 4,Sat,Away,W,1.0,0.0,Chelsea,0.8,2.3,25.0,39820.0,Joe Worrall,3-4-3,Tim Robinson,Match Report,,1,7,3,42.9,0.14,0.33,19.0,0,0,0,0.8,0.11,0.2,0.2,2,2,100.0,1,0.2,0.2,0,0,0,10,26,38.5,24,5,54.2,42.1,13,100.0,59.4,30,2,6.7,1,10.5,2023-2024,Nottingham Forest
4,2023-09-18,19:45,Matchweek 5,Mon,Home,D,1.0,1.0,Burnley,0.7,0.5,46.0,28958.0,Joe Worrall,4-2-3-1,Robert Jones,Match Report,,1,14,4,28.6,0.07,0.25,18.8,0,0,0,0.7,0.05,0.3,0.3,3,2,66.7,0,0.6,-0.4,0,0,0,6,14,42.9,32,9,34.4,31.5,8,37.5,35.8,14,2,14.3,2,16.8,2023-2024,Nottingham Forest
5,2023-09-23,15:00,Matchweek 6,Sat,Away,L,0.0,2.0,Manchester City,1.0,1.3,43.0,53413.0,Serge Aurier,5-4-1,Anthony Taylor,Match Report,,0,10,3,30.0,0.0,0.0,17.8,1,0,0,1.0,0.1,-1.0,-1.0,4,2,50.0,0,1.0,-1.0,0,0,0,2,5,40.0,9,2,44.4,33.7,3,33.3,35.0,7,1,14.3,0,4.0,2023-2024,Nottingham Forest
6,2023-10-01,14:00,Matchweek 7,Sun,Home,D,1.0,1.0,Brentford,0.5,1.6,41.0,29004.0,Serge Aurier,4-3-3,Paul Tierney,Match Report,,1,6,1,16.7,0.17,1.0,15.4,0,0,0,0.5,0.08,0.5,0.5,3,2,66.7,0,0.7,-0.3,0,0,0,8,21,38.1,29,3,37.9,31.6,11,90.9,58.0,24,3,12.5,5,22.3,2023-2024,Nottingham Forest
7,2023-10-07,17:30,Matchweek 8,Sat,Away,D,0.0,0.0,Crystal Palace,1.0,0.8,48.0,25017.0,Serge Aurier,4-3-3,Craig Pawson,Match Report,,0,16,5,31.3,0.0,0.0,18.4,0,0,0,1.0,0.07,-1.0,-1.0,2,2,100.0,1,0.1,0.1,0,0,0,4,7,57.1,27,6,18.5,26.5,6,33.3,26.8,11,1,9.1,0,5.8,2023-2024,Nottingham Forest
8,2023-10-21,15:00,Matchweek 9,Sat,Home,D,2.0,2.0,Luton Town,2.9,1.7,57.0,29361.0,Serge Aurier,4-3-3,Samuel Barrott,Match Report,,2,19,8,42.1,0.11,0.25,11.1,0,0,0,2.9,0.16,-0.9,-0.9,4,2,50.0,0,1.2,-0.8,0,0,0,4,12,33.3,37,9,16.2,25.6,7,85.7,54.3,19,3,15.8,2,17.8,2023-2024,Nottingham Forest
9,2023-10-29,14:00,Matchweek 10,Sun,Away,L,0.0,3.0,Liverpool,0.4,3.2,28.0,50143.0,Serge Aurier,5-4-1,Chris Kavanagh,Match Report,,0,9,1,11.1,0.0,0.0,15.6,0,0,0,0.4,0.05,-0.4,-0.4,8,5,62.5,0,2.2,-0.8,0,0,0,8,18,44.4,22,9,31.8,35.3,13,84.6,57.5,20,2,10.0,3,19.2,2023-2024,Nottingham Forest
10,2023-11-05,14:00,Matchweek 11,Sun,Home,W,2.0,0.0,Aston Villa,0.4,1.2,27.0,29313.0,Morgan Gibbs-White,4-3-3,Jarred Gillett,Match Report,,2,5,3,60.0,0.4,0.67,21.1,0,0,0,0.4,0.08,1.6,1.6,3,3,100.0,1,0.7,0.7,0,0,0,6,15,40.0,16,6,37.5,33.3,14,64.3,48.9,24,1,4.2,1,8.5,2023-2024,Nottingham Forest
11,2023-11-12,14:00,Matchweek 12,Sun,Away,L,2.0,3.0,West Ham,1.7,1.8,46.0,62470.0,Morgan Gibbs-White,4-3-3,Michael Salisbury,Match Report,,2,10,5,50.0,0.2,0.4,15.6,0,0,0,1.7,0.18,0.3,0.3,6,3,50.0,0,1.3,-1.7,0,0,0,9,15,60.0,31,8,35.5,32.4,7,57.1,42.4,21,2,9.5,0,9.0,2023-2024,Nottingham Forest
12,2023-11-25,15:00,Matchweek 13,Sat,Home,L,2.0,3.0,Brighton,1.9,1.3,47.0,29404.0,Morgan Gibbs-White,4-1-4-1,Anthony Taylor,Match Report,,2,17,4,23.5,0.06,0.25,14.7,0,1,1,1.1,0.07,0.1,-0.1,5,2,60.0,0,2.1,-0.9,1,0,0,6,10,60.0,22,2,40.9,34.0,7,14.3,24.6,13,0,0.0,0,16.0,2023-2024,Nottingham Forest
13,2023-12-02,17:30,Matchweek 14,Sat,Home,L,0.0,1.0,Everton,0.7,0.7,61.0,29404.0,Ryan Yates,4-3-3,Paul Tierney,Match Report,,0,13,2,15.4,0.0,0.0,16.1,0,0,0,0.7,0.06,-0.7,-0.7,2,1,50.0,0,0.4,-0.6,0,0,0,3,9,33.3,38,2,10.5,25.9,8,62.5,43.1,23,0,0.0,0,9.5,2023-2024,Nottingham Forest
14,2023-12-06,19:30,Matchweek 15,Wed,Away,L,0.0,5.0,Fulham,0.3,2.5,37.0,24105.0,Felipe,4-2-3-1,Joshua Smith,Match Report,,0,4,1,25.0,0.0,0.0,15.3,0,0,0,0.3,0.07,-0.3,-0.3,6,1,16.7,0,3.4,-1.6,0,0,0,4,11,36.4,23,3,13.0,25.5,8,100.0,56.5,11,0,0.0,1,13.0,2023-2024,Nottingham Forest
15,2023-12-09,15:00,Matchweek 16,Sat,Away,D,1.0,1.0,Wolves,1.3,1.2,32.0,31543.0,Ryan Yates,3-5-2,Samuel Barrott,Match Report,,1,8,2,25.0,0.13,0.5,12.7,0,0,0,1.3,0.16,-0.3,-0.3,4,3,75.0,0,1.3,0.3,0,0,0,3,12,25.0,19,5,36.8,34.1,6,83.3,55.8,22,1,4.5,0,2.0,2023-2024,Nottingham Forest
16,2023-12-15,20:00,Matchweek 17,Fri,Home,L,0.0,2.0,Tottenham,1.3,1.5,34.0,29296.0,Ryan Yates,3-5-2,Jarred Gillett,Match Report,,0,15,1,6.7,0.0,0.0,16.1,0,0,0,1.3,0.09,-1.3,-1.3,6,4,66.7,0,1.0,-1.0,0,0,0,8,12,66.7,20,6,35.0,31.8,6,83.3,50.8,11,2,18.2,1,14.0,2023-2024,Nottingham Forest
17,2023-12-23,15:00,Matchweek 18,Sat,Home,L,2.0,3.0,Bournemouth,1.0,1.6,34.0,29188.0,Ryan Yates,4-2-3-1,Robert Jones,Match Report,,2,11,4,36.4,0.18,0.5,14.5,0,0,0,1.0,0.09,1.0,1.0,6,3,50.0,0,1.4,-1.6,0,0,0,15,26,57.7,25,4,72.0,46.6,8,100.0,59.8,24,3,12.5,1,11.4,2023-2024,Nottingham Forest
18,2023-12-26,12:30,Matchweek 19,Tue,Away,W,3.0,1.0,Newcastle Utd,3.5,2.4,38.0,52207.0,Morgan Gibbs-White,4-2-3-1,Chris Kavanagh,Match Report,,3,15,6,40.0,0.2,0.5,15.8,0,0,0,3.5,0.23,-0.5,-0.5,6,5,100.0,0,1.9,0.9,1,0,0,10,15,66.7,28,7,39.3,31.9,14,28.6,24.2,27,0,0.0,0,5.3,2023-2024,Nottingham Forest
19,2023-12-30,17:30,Matchweek 20,Sat,Home,W,2.0,1.0,Manchester Utd,0.7,0.8,44.0,29529.0,Ryan Yates,4-2-3-1,Tim Robinson,Match Report,,2,8,2,25.0,0.25,1.0,18.3,0,0,0,0.7,0.09,1.3,1.3,5,4,80.0,0,0.7,-0.3,0,0,0,7,22,31.8,36,4,58.3,44.9,6,16.7,24.2,10,4,40.0,0,9.4,2023-2024,Nottingham Forest
20,2024-01-20,17:30,Matchweek 21,Sat,Away,L,2.0,3.0,Brentford,1.2,1.2,52.0,17077.0,Ryan Yates,4-2-3-1,Darren England,Match Report,,2,12,3,25.0,0.17,0.67,20.5,0,0,0,1.2,0.1,0.8,0.8,5,2,40.0,0,1.3,-1.7,0,0,0,6,15,40.0,25,2,44.0,36.9,5,80.0,50.0,15,1,6.7,1,11.8,2023-2024,Nottingham Forest
21,2024-01-30,19:30,Matchweek 22,Tue,Home,L,1.0,2.0,Arsenal,0.5,1.2,27.0,29387.0,Morgan Gibbs-White,4-2-3-1,Simon Hooper,Match Report,,1,9,3,33.3,0.11,0.33,18.7,0,0,0,0.5,0.05,0.5,0.5,3,1,33.3,0,1.1,-0.9,0,0,0,7,17,41.2,20,3,55.0,41.1,10,60.0,39.6,18,4,22.2,0,5.0,2023-2024,Nottingham Forest
0,2023-08-12,15:00,Matchweek 1,Sat,Away,L,1.0,4.0,Brighton,1.5,4.0,30.0,31872.0,Tom Lockyer,3-5-2,David Coote,Match Report,,1,8,2,25.0,0.0,0.0,16.6,0,1,1,0.7,0.09,-0.5,-0.7,12,8,75.0,0,4.9,0.9,1,0,0,11,26,42.3,25,6,72.0,45.0,11,72.7,49.8,18,0,0.0,0,8.0,2023-2024,Luton Town
1,2023-08-25,20:00,Matchweek 3,Fri,Away,L,0.0,3.0,Chelsea,0.4,2.2,33.0,39893.0,Tom Lockyer,5-3-2,Robert Jones,Match Report,,0,11,1,9.1,0.0,0.0,19.0,1,0,0,0.4,0.04,-0.4,-0.4,8,5,62.5,0,2.7,-0.3,0,0,0,5,20,25.0,26,4,65.4,43.7,8,37.5,33.6,11,0,0.0,1,28.0,2023-2024,Luton Town
2,2023-09-01,20:00,Matchweek 4,Fri,Home,L,1.0,2.0,West Ham,1.4,1.0,39.0,10802.0,Carlton Morris,5-3-2,Paul Tierney,Match Report,,1,16,1,6.3,0.06,1.0,11.9,0,0,0,1.4,0.09,-0.4,-0.4,3,1,33.3,0,1.3,-0.7,0,0,0,8,30,26.7,36,1,77.8,48.7,7,28.6,27.3,12,1,8.3,1,18.5,2023-2024,Luton Town
3,2023-09-16,15:00,Matchweek 5,Sat,Away,L,0.0,1.0,Fulham,1.1,1.0,23.0,24467.0,Tom Lockyer,5-3-2,Michael Salisbury,Match Report,,0,7,2,28.6,0.0,0.0,10.0,0,0,0,1.1,0.16,-1.1,-1.1,2,1,50.0,0,1.0,0.0,0,0,0,5,17,29.4,19,7,36.8,34.4,10,100.0,66.0,22,2,9.1,0,3.7,2023-2024,Luton Town
4,2023-09-23,15:00,Matchweek 6,Sat,Home,D,1.0,1.0,Wolves,2.1,0.6,57.0,10893.0,Tom Lockyer,3-4-3,Joshua Smith,Match Report,,1,19,3,15.8,0.0,0.0,17.3,0,1,1,1.4,0.07,-1.1,-1.4,3,2,66.7,0,0.8,-0.2,0,0,0,3,15,20.0,29,5,48.3,38.1,2,50.0,52.5,5,0,0.0,1,24.0,2023-2024,Luton Town
5,2023-09-30,15:00,Matchweek 7,Sat,Away,W,2.0,1.0,Everton,0.9,2.9,33.0,39289.0,Tom Lockyer,3-4-3,Anthony Taylor,Match Report,,2,9,2,22.2,0.22,1.0,13.4,0,0,0,0.9,0.1,1.1,1.1,4,3,75.0,0,1.3,0.3,0,0,0,13,33,39.4,23,5,73.9,50.2,18,88.9,59.2,28,2,7.1,1,13.7,2023-2024,Luton Town
6,2023-10-03,19:30,Matchweek 2,Tue,Home,L,1.0,2.0,Burnley,1.3,1.1,49.0,10918.0,Tom Lockyer,3-4-3,Peter Bankes,Match Report,,1,18,2,11.1,0.06,0.5,13.1,0,0,0,1.3,0.07,-0.3,-0.3,4,2,50.0,0,1.7,-0.3,0,0,0,11,33,33.3,31,4,77.4,50.0,10,90.0,56.7,8,0,0.0,3,30.0,2023-2024,Luton Town
7,2023-10-07,12:30,Matchweek 8,Sat,Home,L,0.0,1.0,Tottenham,0.8,1.9,34.0,10290.0,Tom Lockyer,4-4-2,John Brooks,Match Report,,0,12,2,16.7,0.0,0.0,16.3,0,0,0,0.8,0.06,-0.8,-0.8,4,3,75.0,0,1.1,0.1,0,0,0,13,26,50.0,24,3,70.8,47.1,10,90.0,60.2,10,0,0.0,0,9.0,2023-2024,Luton Town
8,2023-10-21,15:00,Matchweek 9,Sat,Away,D,2.0,2.0,Nott'ham Forest,1.7,2.9,43.0,29361.0,Tom Lockyer,4-4-2,Samuel Barrott,Match Report,,2,13,4,30.8,0.15,0.5,17.6,0,0,0,1.7,0.13,0.3,0.3,8,6,75.0,0,2.9,0.9,0,0,0,10,30,33.3,34,3,67.6,44.9,8,87.5,57.1,15,0,0.0,8,24.9,2023-2024,Luton Town
9,2023-10-29,14:00,Matchweek 10,Sun,Away,L,1.0,3.0,Aston Villa,0.5,2.3,30.0,41785.0,Tom Lockyer,3-4-3,John Brooks,Match Report,,0,7,1,14.3,0.0,0.0,17.3,0,0,0,0.5,0.07,-0.5,-0.5,6,4,50.0,0,3.5,1.5,0,0,0,8,18,44.4,19,7,42.1,36.5,10,100.0,59.5,12,1,8.3,0,6.7,2023-2024,Luton Town
10,2023-11-05,16:30,Matchweek 11,Sun,Home,D,1.0,1.0,Liverpool,0.8,2.6,27.0,11049.0,Tom Lockyer,3-4-3,Andy Madley,Match Report,,1,8,5,62.5,0.13,0.2,17.9,0,0,0,0.8,0.1,0.2,0.2,6,5,83.3,0,2.4,1.4,0,0,0,9,31,29.0,17,1,88.2,52.6,16,100.0,65.8,30,1,3.3,0,11.0,2023-2024,Luton Town
11,2023-11-11,15:00,Matchweek 12,Sat,Away,L,0.0,1.0,Manchester Utd,0.4,2.2,36.0,73599.0,Tom Lockyer,3-4-3,Graham Scott,Match Report,,0,10,4,40.0,0.0,0.0,21.9,1,0,0,0.4,0.04,-0.4,-0.4,4,3,75.0,0,1.5,0.5,0,0,0,3,17,17.6,21,3,42.9,35.4,13,61.5,42.0,28,1,3.6,0,4.3,2023-2024,Luton Town
12,2023-11-25,15:00,Matchweek 13,Sat,Home,W,2.0,1.0,Crystal Palace,0.9,1.6,39.0,11029.0,Tom Lockyer,3-4-3,Jarred Gillett,Match Report,,2,8,3,37.5,0.25,0.67,14.2,0,0,0,0.9,0.12,1.1,1.1,8,7,87.5,0,1.5,0.5,0,0,0,6,26,23.1,33,3,54.5,42.1,8,100.0,65.1,19,0,0.0,2,21.0,2023-2024,Luton Town
13,2023-12-02,15:00,Matchweek 14,Sat,Away,L,1.0,3.0,Brentford,0.2,3.1,33.0,17075.0,Tom Lockyer,3-4-3,Anthony Taylor,Match Report,,1,7,1,14.3,0.14,1.0,23.8,0,0,0,0.2,0.03,0.8,0.8,6,3,50.0,0,2.6,-0.4,0,0,0,10,25,40.0,27,7,55.6,37.6,13,76.9,46.7,24,1,4.2,1,17.5,2023-2024,Luton Town
14,2023-12-05,20:15,Matchweek 15,Tue,Home,L,3.0,4.0,Arsenal,0.5,2.2,34.0,11031.0,Pelly Ruddock Mpanzu,3-4-3,Samuel Barrott,Match Report,,3,6,4,66.7,0.5,0.75,18.8,0,0,0,0.5,0.08,2.5,2.5,9,5,55.6,0,3.8,-0.2,0,0,0,13,38,34.2,37,1,83.8,49.5,8,87.5,59.1,20,0,0.0,3,22.0,2023-2024,Luton Town
15,2023-12-10,14:00,Matchweek 16,Sun,Home,L,1.0,2.0,Manchester City,0.3,1.6,35.0,11047.0,Tom Lockyer,3-4-3,Tim Robinson,Match Report,,1,4,2,50.0,0.25,0.5,19.2,0,0,0,0.3,0.08,0.7,0.7,6,4,66.7,0,1.2,-0.8,0,0,0,5,22,22.7,32,3,50.0,46.1,11,54.5,45.4,7,0,0.0,0,14.5,2023-2024,Luton Town
16,2023-12-23,15:00,Matchweek 18,Sat,Home,W,1.0,0.0,Newcastle Utd,1.4,1.4,35.0,11042.0,Amari'i Bell,3-4-3,Darren England,Match Report,,1,16,5,31.3,0.06,0.2,19.4,0,0,0,1.4,0.09,-0.4,-0.4,2,2,100.0,1,0.3,0.3,0,0,0,7,27,25.9,23,0,73.9,52.3,11,90.9,62.0,18,0,0.0,1,22.0,2023-2024,Luton Town
17,2023-12-26,15:00,Matchweek 19,Tue,Away,W,3.0,2.0,Sheffield Utd,0.6,2.4,49.0,31041.0,Amari'i Bell,3-4-3,Samuel Allison,Match Report,,1,12,4,33.3,0.08,0.25,17.9,1,0,0,0.6,0.05,0.4,0.4,4,2,50.0,0,2.6,0.6,0,0,0,4,12,33.3,26,4,26.9,31.4,9,55.6,42.9,20,3,15.0,1,14.0,2023-2024,Luton Town
18,2023-12-30,12:30,Matchweek 20,Sat,Home,L,2.0,3.0,Chelsea,2.3,1.5,52.0,11041.0,Amari'i Bell,3-4-3,Paul Tierney,Match Report,,2,15,6,40.0,0.13,0.33,11.6,1,0,0,2.3,0.17,-0.3,-0.3,8,5,62.5,0,3.1,0.1,0,0,0,3,9,33.3,36,5,25.0,30.2,4,0.0,15.3,1,0,0.0,3,22.5,2023-2024,Luton Town
19,2024-01-12,19:45,Matchweek 21,Fri,Away,D,1.0,1.0,Burnley,0.9,1.1,61.0,20155.0,Amari'i Bell,3-4-3,Tony Harrington,Match Report,,1,14,5,35.7,0.07,0.2,18.2,0,0,0,0.9,0.07,0.1,0.1,7,6,85.7,0,1.4,0.4,0,0,0,2,10,20.0,30,5,33.3,33.1,9,0.0,21.0,8,0,0.0,1,19.5,2023-2024,Luton Town
20,2024-01-30,19:45,Matchweek 22,Tue,Home,W,4.0,0.0,Brighton,3.1,0.9,41.0,10994.0,Carlton Morris,3-4-3,Robert Jones,Match Report,,4,18,8,44.4,0.22,0.5,13.8,1,0,0,3.1,0.18,0.9,0.9,2,2,100.0,1,0.7,0.7,0,0,0,7,29,24.1,42,8,59.5,41.1,6,66.7,44.2,5,0,0.0,3,24.0,2023-2024,Luton Town
0,2023-08-12,15:00,Matchweek 1,Sat,Home,L,0.0,1.0,Fulham,2.7,1.5,42.0,39940.0,James Tarkowski,4-4-1-1,Stuart Attwell,Match Report,,0,19,9,47.4,0.0,0.0,15.8,0,0,0,2.7,0.14,-2.7,-2.7,2,1,50.0,0,1.1,0.1,0,0,0,9,19,47.4,25,1,56.0,40.7,9,55.6,46.4,9,0,0.0,0,,2023-2024,Everton
1,2023-08-20,14:00,Matchweek 2,Sun,Away,L,0.0,4.0,Aston Villa,0.6,2.9,40.0,41694.0,James Tarkowski,4-1-4-1,Anthony Taylor,Match Report,,0,9,2,22.2,0.0,0.0,14.7,0,0,0,0.6,0.07,-0.6,-0.6,7,3,57.1,0,3.1,-0.9,1,0,0,4,10,40.0,20,4,30.0,34.3,6,66.7,45.5,8,0,0.0,0,,2023-2024,Everton
2,2023-08-26,15:00,Matchweek 3,Sat,Home,L,0.0,1.0,Wolves,1.3,1.1,47.0,38851.0,James Tarkowski,4-1-4-1,Craig Pawson,Match Report,,0,15,7,46.7,0.0,0.0,13.8,0,0,0,1.3,0.09,-1.3,-1.3,2,1,50.0,0,1.1,0.1,0,0,0,8,19,42.1,32,3,50.0,35.9,7,42.9,33.1,11,0,0.0,4,29.3,2023-2024,Everton
