,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,totdist,prgdist,ast,xag,xa,kp,1/3,ppa,crspa,prgp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,sca,passlive,passdead,to,fld,def,gca,passlive,passdead,to,fld,def,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl,tkl%,lost,pass,int,tkl+int,clr,err,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,season,team
16,2021-12-16,19:45,Matchweek 17,Thu,Away,D,1.0,1.0,Chelsea,0.6,2.9,20.0,13933.0,Michael Keane,5-4-1,Michael Oliver,Match Report,,1,5,3,60.0,0.2,0.33,21.1,0,0,0,0.6,0.11,0.4,0.4,10,9,90.0,0,2.9,1.9,0,0,0,9,33,27.3,23,2,87.0,55.6,13,100.0,68.7,17,0,0.0,0,8.5,2255,1241,1,0.5,0.3,3,16,1,0,15,175,37,0,2,5,11,1,1,0,0,2,8,8,6,1,0,1,0,2,0,1,0,1,0,19,8,10,6,3,11,45.8,13,4,9,28,23,1,323,62,11,9,69.2,4,30.8,106,11,3,18,7,116,15,3,0,0,11,0,0,0,51,14,43.8,2021-2022,Everton
17,2022-01-02,14:00,Matchweek 21,Sun,Home,L,2.0,3.0,Brighton,1.6,1.7,50.0,38203.0,Séamus Coleman,5-4-1,John Brooks,Match Report,,2,16,6,37.5,0.13,0.33,17.9,0,0,1,0.9,0.06,0.4,1.1,5,2,40.0,0,2.6,-0.4,0,0,0,7,20,35.0,33,5,54.5,41.6,5,40.0,36.8,9,0,0.0,5,29.8,5728,2192,2,0.7,0.9,11,25,10,6,30,404,58,0,5,29,29,8,3,3,0,1,11,31,21,2,4,2,0,4,4,0,0,0,0,17,11,7,9,1,9,47.4,10,7,9,26,11,0,575,50,26,16,53.3,14,46.7,342,28,4,16,11,323,30,1,0,0,5,1,0,0,67,24,55.8,2021-2022,Everton
18,2022-01-15,15:00,Matchweek 22,Sat,Away,L,1.0,2.0,Norwich City,0.6,1.0,59.0,26629.0,Séamus Coleman,4-4-2,Andy Madley,Match Report,,1,12,5,41.7,0.08,0.2,17.0,1,0,0,0.6,0.05,0.4,0.4,3,2,33.3,0,1.2,0.2,0,0,0,4,10,40.0,17,2,52.9,40.6,2,50.0,38.5,18,0,0.0,1,26.5,6318,2074,0,0.4,0.7,6,24,8,1,45,439,47,0,2,29,20,8,5,3,0,1,6,24,17,3,2,2,0,2,2,0,0,0,0,18,13,6,9,3,7,46.7,8,9,8,26,26,0,604,44,28,10,58.8,7,41.2,299,11,4,16,11,369,45,1,0,0,14,0,0,1,55,10,32.3,2021-2022,Everton
19,2022-01-22,12:30,Matchweek 23,Sat,Home,L,0.0,1.0,Aston Villa,1.6,0.8,50.0,38203.0,Yerry Mina,4-4-2,Craig Pawson,Match Report,,0,15,0,0.0,0.0,,14.1,2,0,0,1.6,0.11,-1.6,-1.6,3,2,66.7,0,1.1,0.1,0,0,0,18,37,48.6,35,2,85.7,52.6,7,100.0,75.1,6,0,0.0,1,25.0,5712,2409,0,1.4,1.0,11,25,6,5,32,333,67,0,3,25,35,9,8,1,0,3,11,24,13,5,0,2,0,0,0,0,0,0,0,24,16,12,9,3,10,41.7,14,11,7,31,7,0,518,46,21,12,48.0,13,52.0,238,6,4,13,13,263,31,5,0,0,14,0,0,0,58,29,49.2,2021-2022,Everton
20,2022-02-08,19:45,Matchweek 24,Tue,Away,L,1.0,3.0,Newcastle Utd,0.7,1.9,60.0,52186.0,Séamus Coleman,3-4-3,Anthony Taylor,Match Report,,0,11,2,18.2,0.0,0.0,19.1,1,0,0,0.7,0.06,-0.7,-0.7,9,7,66.7,0,2.6,0.6,0,0,0,1,14,7.1,29,8,37.9,36.6,4,75.0,49.3,13,0,0.0,1,18.0,5222,1943,0,0.6,0.2,9,25,3,1,31,452,42,0,2,13,19,2,0,1,0,1,10,20,13,2,1,2,0,0,0,0,0,0,0,19,9,7,8,4,9,30.0,21,11,4,23,14,0,615,68,12,14,58.3,10,41.7,310,14,5,13,11,377,31,3,0,0,13,0,0,1,56,23,43.4,2021-2022,Everton
21,2022-02-12,15:00,Matchweek 25,Sat,Home,W,3.0,0.0,Leeds United,2.7,0.3,42.0,39150.0,Séamus Coleman,4-4-2,Graham Scott,Match Report,,3,21,10,47.6,0.14,0.3,18.2,0,0,0,2.7,0.13,0.3,0.3,0,0,,1,0.0,0.0,0,0,0,12,25,48.0,25,2,48.0,39.3,13,100.0,68.5,11,0,0.0,2,28.5,4969,2554,2,1.4,0.9,17,18,11,0,36,325,58,1,1,7,30,5,1,2,0,1,5,35,26,2,3,0,1,2,0,1,0,0,0,22,16,9,10,3,18,64.3,10,19,13,35,15,0,534,54,27,7,35.0,13,65.0,244,16,9,26,16,285,36,1,0,0,8,0,0,0,63,17,54.8,2021-2022,Everton
22,2022-02-19,15:00,Matchweek 26,Sat,Away,L,0.0,2.0,Southampton,0.3,2.5,45.0,31312.0,Séamus Coleman,4-4-2,Andy Madley,Match Report,,0,9,0,0.0,0.0,,23.4,0,0,0,0.3,0.03,-0.3,-0.3,11,9,81.8,0,4.0,2.0,0,0,0,17,35,48.6,37,1,78.4,52.5,6,100.0,70.5,11,3,27.3,0,6.3,5349,2665,0,0.1,0.4,4,34,7,0,28,393,48,2,1,14,25,4,2,1,0,2,9,11,8,0,1,0,1,0,0,0,0,0,0,20,11,8,7,5,11,45.8,13,4,12,32,17,0,564,59,17,8,47.1,9,52.9,272,8,1,21,12,298,26,2,0,0,9,0,0,0,69,13,35.1,2021-2022,Everton
23,2022-02-26,17:30,Matchweek 27,Sat,Home,L,0.0,1.0,Manchester City,0.5,1.8,33.0,39105.0,Séamus Coleman,4-3-3,Paul Tierney,Match Report,,0,6,2,33.3,0.0,0.0,19.1,1,0,0,0.5,0.08,-0.5,-0.5,8,7,87.5,0,2.1,1.1,0,0,0,4,15,26.7,28,7,42.9,37.6,9,33.3,35.4,19,4,21.1,0,7.5,4500,2002,0,0.4,0.4,5,12,5,0,22,313,40,3,2,14,12,3,0,2,0,4,6,11,9,0,0,1,1,0,0,0,0,0,0,22,10,10,11,1,4,19.0,17,8,7,29,30,1,471,90,12,9,69.2,4,30.8,273,11,4,16,13,262,21,3,0,0,7,0,0,0,44,7,29.2,2021-2022,Everton
24,2022-03-07,20:00,Matchweek 28,Mon,Away,L,0.0,5.0,Tottenham,0.2,2.5,45.0,59647.0,Séamus Coleman,4-2-3-1,Stuart Attwell,Match Report,,0,6,0,0.0,0.0,,22.5,1,0,0,0.2,0.03,-0.2,-0.2,7,3,28.6,0,3.1,-0.9,0,0,0,2,12,16.7,20,2,55.0,40.9,6,16.7,25.3,11,0,0.0,0,6.0,7421,2176,0,0.1,0.3,5,40,3,0,38,518,47,1,0,14,19,2,1,1,0,1,10,12,10,0,1,1,0,0,0,0,0,0,0,20,10,7,12,1,6,42.9,8,11,6,26,12,1,670,57,10,9,42.9,12,57.1,412,14,2,18,13,479,38,0,0,0,10,0,0,1,47,3,16.7,2021-2022,Everton
25,2022-03-13,14:00,Matchweek 29,Sun,Home,L,0.0,1.0,Wolves,0.4,0.8,39.0,39112.0,Séamus Coleman,3-4-3,Michael Oliver,Match Report,,0,7,2,28.6,0.0,0.0,20.5,1,0,0,0.4,0.05,-0.4,-0.4,3,2,66.7,0,0.6,-0.4,0,0,0,6,15,40.0,29,6,44.8,38.7,7,28.6,31.7,12,0,0.0,0,,5083,1950,0,0.3,0.4,5,14,5,1,16,353,41,2,0,15,17,5,2,3,0,7,13,12,9,1,0,1,0,0,0,0,0,0,0,22,11,12,8,2,8,47.1,9,10,10,32,11,0,504,55,13,10,71.4,4,28.6,285,15,1,11,8,294,15,4,1,1,13,0,0,0,53,11,47.8,2021-2022,Everton
26,2022-03-17,19:45,Matchweek 20,Thu,Home,W,1.0,0.0,Newcastle Utd,0.7,0.9,39.0,39068.0,Séamus Coleman,4-2-3-1,Craig Pawson,Match Report,,1,9,3,33.3,0.11,0.33,17.2,1,0,0,0.7,0.07,0.3,0.3,6,6,100.0,1,0.9,0.9,0,0,0,8,30,26.7,21,1,90.5,55.0,11,100.0,63.8,16,1,6.3,2,16.4,3917,1769,1,0.4,0.3,5,17,6,2,27,264,49,0,3,15,21,5,3,2,0,1,6,17,9,3,1,2,0,2,2,0,0,0,0,18,9,9,8,1,12,66.7,6,7,3,21,27,0,435,76,10,7,43.8,9,56.3,154,7,1,22,6,204,27,2,1,0,13,0,0,0,51,30,46.2,2021-2022,Everton
27,2022-04-03,14:00,Matchweek 31,Sun,Away,L,1.0,2.0,West Ham,0.7,1.2,45.0,59953.0,Michael Keane,4-3-3,Michael Oliver,Match Report,,1,13,2,15.4,0.08,0.5,18.7,0,0,0,0.7,0.05,0.3,0.3,5,3,60.0,0,1.2,-0.8,0,0,0,7,18,38.9,33,5,39.4,37.0,9,55.6,45.4,11,0,0.0,5,25.2,6486,2405,1,0.5,1.0,11,33,9,2,36,409,43,1,0,23,17,4,3,0,0,1,3,24,21,1,0,1,1,2,2,0,0,0,0,9,7,6,3,0,4,40.0,6,10,10,19,16,1,546,63,20,6,54.5,5,45.5,334,13,3,11,6,355,36,4,1,1,12,0,0,0,43,15,44.1,2021-2022,Everton
28,2022-04-06,19:30,Matchweek 19,Wed,Away,L,2.0,3.0,Burnley,2.4,2.0,48.0,19830.0,Jordan Pickford,4-3-3,Mike Dean,Match Report,,2,14,2,14.3,0.0,0.0,19.5,0,2,2,0.8,0.06,-0.4,-0.8,4,1,25.0,0,2.4,-0.6,0,0,0,10,26,38.5,18,0,100.0,56.3,8,100.0,68.6,13,0,0.0,2,21.7,3791,1629,0,0.7,0.8,11,20,10,2,31,324,53,1,0,28,25,6,2,4,0,0,10,25,18,2,1,2,0,4,2,0,0,2,0,19,11,12,6,1,14,63.6,8,6,9,28,41,1,507,60,33,12,70.6,5,29.4,250,20,10,17,6,229,31,2,0,0,16,2,0,0,57,21,41.2,2021-2022,Everton
29,2022-04-09,12:30,Matchweek 32,Sat,Home,W,1.0,0.0,Manchester Utd,0.4,0.8,33.0,39080.0,Séamus Coleman,4-3-3,Jonathan Moss,Match Report,,1,7,3,42.9,0.14,0.33,18.3,0,0,0,0.4,0.05,0.6,0.6,4,4,100.0,1,0.4,0.4,0,0,0,6,25,24.0,34,4,58.8,46.8,6,83.3,63.3,20,1,5.0,0,7.3,3967,1829,0,0.3,0.2,5,20,2,1,20,299,49,1,0,12,25,5,5,0,0,1,10,7,4,2,0,0,0,0,0,0,0,0,0,18,12,10,7,1,10,50.0,10,15,12,30,36,0,496,76,13,10,71.4,4,28.6,234,12,4,26,11,230,20,2,0,0,4,0,0,0,63,16,36.4,2021-2022,Everton
30,2022-04-20,19:45,Matchweek 18,Wed,Home,D,1.0,1.0,Leicester City,1.8,0.9,37.0,39153.0,Séamus Coleman,4-3-3,David Coote,Match Report,,1,13,3,23.1,0.08,0.33,14.7,0,0,0,1.8,0.14,-0.8,-0.8,3,2,66.7,0,0.9,-0.1,0,0,0,11,27,40.7,35,5,62.9,48.0,5,100.0,73.6,9,0,0.0,2,24.0,5615,2161,1,1.7,1.6,12,24,6,2,27,344,53,0,1,16,23,5,2,2,0,0,11,24,16,6,1,1,0,2,2,0,0,0,0,14,9,8,6,0,8,57.1,6,15,13,27,13,0,509,69,23,10,71.4,4,28.6,251,15,2,15,7,287,26,4,0,0,8,0,0,0,52,21,53.8,2021-2022,Everton
31,2022-04-24,16:30,Matchweek 34,Sun,Away,L,0.0,2.0,Liverpool,0.4,1.7,18.0,53213.0,Séamus Coleman,4-3-3,Stuart Attwell,Match Report,,0,9,1,11.1,0.0,0.0,19.1,1,0,0,0.4,0.04,-0.4,-0.4,4,2,50.0,0,1.0,-1.0,0,0,0,6,21,28.6,12,0,100.0,74.0,9,100.0,70.6,29,1,3.4,0,4.0,2213,1269,0,0.2,0.2,5,17,2,0,13,156,37,3,0,4,16,1,1,0,0,0,10,13,7,1,2,2,1,0,0,0,0,0,0,20,10,15,4,1,12,66.7,6,11,14,34,37,0,356,77,12,8,40.0,12,60.0,113,6,6,24,3,104,13,5,0,0,8,0,0,0,46,11,45.8,2021-2022,Everton
32,2022-05-01,14:00,Matchweek 35,Sun,Home,W,1.0,0.0,Chelsea,0.8,0.8,23.0,39256.0,Séamus Coleman,5-4-1,Kevin Friend,Match Report,,1,9,4,44.4,0.11,0.25,17.8,1,0,0,0.8,0.09,0.2,0.2,5,5,100.0,1,1.1,1.1,0,0,0,7,24,29.2,17,1,100.0,65.1,7,100.0,70.9,22,2,9.1,0,6.0,2553,1432,1,0.7,0.5,7,14,6,1,17,185,44,0,2,11,20,3,2,0,0,0,9,15,11,2,1,1,0,0,0,0,0,0,0,13,10,7,4,2,5,29.4,12,15,10,23,25,0,359,63,20,8,57.1,6,42.9,140,15,5,13,12,129,17,3,0,0,9,0,0,0,48,12,50.0,2021-2022,Everton
33,2022-05-08,14:00,Matchweek 36,Sun,Away,W,2.0,1.0,Leicester City,1.1,1.5,34.0,32001.0,Séamus Coleman,5-4-1,Craig Pawson,Match Report,,2,10,4,40.0,0.2,0.5,13.8,0,0,0,1.1,0.11,0.9,0.9,8,7,87.5,0,1.2,0.2,0,0,0,9,33,27.3,31,3,87.1,56.6,6,100.0,66.7,18,1,5.6,0,4.0,4466,1624,1,0.7,0.9,7,19,4,0,18,318,37,1,3,5,15,1,0,1,0,0,7,17,11,1,2,1,0,3,1,0,1,0,0,13,9,8,3,2,2,25.0,6,13,8,21,24,1,470,64,17,11,61.1,7,38.9,227,13,7,14,9,250,17,0,0,0,6,0,0,0,49,12,38.7,2021-2022,Everton
34,2022-05-11,19:45,Matchweek 30,Wed,Away,D,0.0,0.0,Watford,0.7,0.3,52.0,20653.0,Séamus Coleman,5-4-1,Mike Dean,Match Report,,0,16,5,31.3,0.0,0.0,16.8,0,0,0,0.7,0.05,-0.7,-0.7,0,0,,1,0.0,0.0,0,0,0,9,25,36.0,27,3,59.3,41.9,9,100.0,65.3,8,1,12.5,2,17.3,7337,2310,0,0.6,0.8,11,25,9,5,34,491,46,0,4,29,17,13,5,7,0,1,9,24,17,3,2,0,1,0,0,0,0,0,0,25,17,13,6,6,11,39.3,17,7,11,36,11,0,641,31,34,10,58.8,7,41.2,374,17,8,9,8,412,34,2,0,0,12,0,0,0,55,25,54.3,2021-2022,Everton
35,2022-05-15,16:30,Matchweek 37,Sun,Home,L,2.0,3.0,Brentford,2.1,1.4,28.0,38819.0,Séamus Coleman,3-4-3,Michael Oliver,Match Report,,2,9,4,44.4,0.11,0.25,17.4,0,1,1,1.3,0.16,-0.1,-0.3,6,4,50.0,0,1.8,-0.2,0,0,0,21,39,53.8,27,1,96.3,63.5,13,100.0,72.3,18,0,0.0,3,20.5,3677,2044,1,1.2,0.4,7,24,8,3,13,203,41,0,3,20,11,5,1,4,0,2,5,16,7,3,1,3,0,3,1,0,0,1,0,5,2,1,3,1,0,0.0,8,10,10,15,26,1,356,59,20,5,31.3,11,68.8,152,5,2,15,3,154,13,0,2,0,8,1,0,1,36,14,50.0,2021-2022,Everton
36,2022-05-19,19:45,Matchweek 33,Thu,Home,W,3.0,2.0,Crystal Palace,0.8,1.1,43.0,38448.0,Séamus Coleman,3-4-3,Anthony Taylor,Match Report,,3,12,6,50.0,0.25,0.5,18.5,1,0,0,0.8,0.06,2.2,2.2,5,3,60.0,0,1.1,-0.9,0,0,0,15,28,53.6,26,0,92.3,58.2,4,100.0,72.8,16,1,6.3,0,6.0,5080,2445,2,0.6,0.8,9,32,10,4,31,347,47,0,4,25,22,4,1,3,0,0,9,21,16,2,0,2,1,6,3,2,0,1,0,25,13,13,10,2,6,54.5,5,7,7,32,21,0,525,42,24,6,35.3,11,64.7,193,9,2,20,9,258,30,2,0,0,9,0,0,0,62,32,58.2,2021-2022,Everton
37,2022-05-22,16:00,Matchweek 38,Sun,Away,L,1.0,5.0,Arsenal,1.1,4.2,27.0,60201.0,Asmir Begović,5-4-1,Andre Marriner,Match Report,,1,6,2,33.3,0.17,0.5,17.7,0,0,0,1.1,0.19,-0.1,-0.1,9,4,55.6,0,2.8,-2.2,1,0,0,9,20,45.0,21,1,61.9,43.7,8,87.5,56.1,19,2,10.5,0,6.2,3024,1435,1,1.1,0.7,6,11,5,1,10,215,39,1,2,6,13,2,2,0,0,0,7,12,10,1,1,0,0,2,2,0,0,0,0,21,8,19,1,1,10,58.8,7,9,1,22,30,1,358,80,16,8,66.7,4,33.3,152,4,1,7,8,161,10,1,0,0,9,0,1,0,38,15,65.2,2021-2022,Everton
0,2021-08-14,12:30,Matchweek 1,Sat,Away,L,1.0,5.0,Manchester Utd,0.5,1.5,51.0,72732.0,Liam Cooper,4-1-4-1,Paul Tierney,Match Report,,1,10,3,30.0,0.1,0.33,21.3,0,0,0,0.5,0.05,0.5,0.5,8,3,37.5,0,1.6,-3.4,0,0,0,5,20,25.0,37,10,37.8,30.2,10,60.0,44.5,10,1,10.0,2,13.3,6789,2426,1,0.5,0.3,7,19,7,3,32,429,50,1,6,14,17,4,2,0,0,3,11,18,10,4,1,3,0,2,1,1,0,0,0,23,13,10,11,2,12,50.0,12,10,14,37,12,0,584,75,11,9,75.0,3,25.0,342,6,0,20,3,371,32,2,0,0,9,0,0,0,53,9,45.0,2021-2022,Leeds United
1,2021-08-21,15:00,Matchweek 2,Sat,Home,D,2.0,2.0,Everton,1.2,1.8,69.0,36293.0,Liam Cooper,3-3-3-1,Darren England,Match Report,,2,17,4,23.5,0.12,0.5,20.9,0,0,0,1.2,0.07,0.8,0.8,8,6,87.5,0,2.7,0.7,1,0,0,0,1,0.0,20,5,5.0,21.5,8,0.0,22.1,9,0,0.0,0,16.0,8902,2906,2,1.1,0.4,13,34,5,1,54,604,54,1,4,25,22,8,7,0,0,0,4,30,18,4,1,3,0,4,3,0,1,0,0,19,9,9,8,2,9,52.9,8,7,9,28,6,0,773,56,19,12,54.5,10,45.5,454,26,3,22,6,543,53,2,0,0,6,0,1,0,52,15,46.9,2021-2022,Leeds United
2,2021-08-29,14:00,Matchweek 3,Sun,Away,D,1.0,1.0,Burnley,1.2,1.0,64.0,20000.0,Liam Cooper,3-3-3-1,Michael Oliver,Match Report,,1,12,2,16.7,0.08,0.5,16.1,0,0,0,1.2,0.11,-0.2,-0.2,3,2,66.7,0,1.2,0.2,0,0,0,5,12,41.7,36,10,25.0,30.5,7,42.9,30.3,16,3,18.8,0,10.0,8877,3151,0,0.5,0.8,9,31,9,1,51,529,49,2,7,27,20,5,2,2,0,2,13,22,14,4,2,1,0,1,0,0,0,0,0,17,10,11,5,1,5,38.5,8,7,8,25,17,0,690,69,24,7,41.2,10,58.8,347,31,3,21,13,454,50,3,0,0,9,0,0,0,65,18,36.0,2021-2022,Leeds United
3,2021-09-12,16:30,Matchweek 4,Sun,Home,L,0.0,3.0,Liverpool,1.2,4.3,44.0,36507.0,Liam Cooper,4-1-4-1,Craig Pawson,Match Report,,0,9,4,44.4,0.0,0.0,15.2,0,0,0,1.2,0.14,-1.2,-1.2,8,5,62.5,0,2.8,-0.2,0,0,0,1,6,16.7,44,11,6.8,20.7,9,33.3,24.3,15,2,13.3,1,14.3,6265,2393,0,1.0,0.9,7,20,7,2,29,407,40,2,2,19,13,2,2,0,0,2,8,16,12,1,2,1,0,0,0,0,0,0,0,16,8,13,2,1,9,50.0,9,9,10,26,20,0,564,108,20,7,63.6,4,36.4,392,21,6,25,4,352,29,2,1,0,9,0,0,0,45,7,46.7,2021-2022,Leeds United
4,2021-09-17,20:00,Matchweek 5,Fri,Away,D,1.0,1.0,Newcastle Utd,1.5,1.3,65.0,50407.0,Liam Cooper,4-1-4-1,Mike Dean,Match Report,,1,22,9,40.9,0.05,0.11,20.4,0,0,0,1.5,0.07,-0.5,-0.5,7,6,85.7,0,1.5,0.5,0,0,0,4,7,57.1,29,9,24.1,25.4,9,0.0,13.9,7,0,0.0,1,15.0,8290,3190,1,1.4,1.1,18,40,10,2,62,547,52,2,5,23,26,5,5,0,0,1,10,38,29,3,1,1,0,2,2,0,0,0,0,19,9,9,8,2,8,53.3,7,5,6,25,14,1,708,73,35,11,55.0,9,45.0,423,21,7,14,8,493,60,2,0,0,11,0,0,0,46,9,39.1,2021-2022,Leeds United
5,2021-09-25,15:00,Matchweek 6,Sat,Home,L,1.0,2.0,West Ham,1.2,1.6,53.0,36417.0,Liam Cooper,4-1-4-1,Kevin Friend,Match Report,,1,15,5,33.3,0.07,0.2,19.5,0,0,0,1.2,0.08,-0.2,-0.2,6,5,66.7,0,2.5,1.5,0,0,0,3,10,30.0,36,7,22.2,27.9,10,20.0,24.8,18,4,22.2,0,5.1,6389,2095,1,1.0,0.6,11,20,11,1,40,410,39,2,6,13,15,5,4,0,0,2,3,26,21,1,1,0,0,2,2,0,0,0,0,16,9,6,8,2,11,61.1,7,7,4,20,16,0,561,76,25,5,33.3,10,66.7,303,20,5,13,5,353,39,3,0,0,10,0,0,1,45,18,48.6,2021-2022,Leeds United
6,2021-10-02,15:00,Matchweek 7,Sat,Home,W,1.0,0.0,Watford,1.3,0.2,66.0,36261.0,Liam Cooper,4-1-4-1,Simon Hooper,Match Report,,1,20,3,15.0,0.05,0.33,18.8,1,0,0,1.3,0.07,-0.3,-0.3,1,1,100.0,1,0.2,0.2,0,0,0,2,4,50.0,30,4,13.3,24.1,6,0.0,16.3,7,0,0.0,2,30.5,8171,2882,0,0.8,0.8,12,32,9,2,56,499,48,4,2,26,20,6,5,0,0,0,12,33,27,1,1,2,0,2,2,0,0,0,0,14,11,8,4,2,9,75.0,3,8,3,17,13,1,658,53,28,9,45.0,11,55.0,386,19,5,18,9,428,55,0,0,0,10,0,0,0,68,11,44.0,2021-2022,Leeds United
7,2021-10-16,15:00,Matchweek 8,Sat,Away,L,0.0,1.0,Southampton,0.2,1.9,54.0,30506.0,Liam Cooper,3-3-3-1,David Coote,Match Report,,0,3,0,0.0,0.0,,21.7,0,0,0,0.2,0.06,-0.2,-0.2,4,3,75.0,0,1.2,0.2,0,0,0,2,12,16.7,38,3,28.9,31.8,15,6.7,16.7,14,0,0.0,2,23.0,6656,2437,0,0.1,0.2,2,21,3,1,29,431,59,1,5,9,26,1,0,1,0,2,11,3,2,0,1,0,0,0,0,0,0,0,0,21,14,11,8,2,9,34.6,17,8,15,36,17,1,595,87,9,11,57.9,8,42.1,296,10,4,20,14,373,28,3,0,0,14,0,0,0,57,14,41.2,2021-2022,Leeds United
8,2021-10-23,15:00,Matchweek 9,Sat,Home,D,1.0,1.0,Wolves,1.6,0.9,62.0,36475.0,Liam Cooper,4-4-1-1,Robert Jones,Match Report,,1,17,3,17.6,0.0,0.0,19.2,0,1,1,0.8,0.05,-0.6,-0.8,4,3,75.0,0,0.7,-0.3,0,0,0,2,6,33.3,24,5,25.0,27.5,4,0.0,14.0,3,0,0.0,6,24.6,7759,2212,0,0.7,0.6,13,34,8,2,50,495,39,2,6,21,14,6,3,3,0,1,10,33,19,6,4,2,1,2,0,0,1,1,0,25,15,7,12,6,10,47.6,11,6,14,39,11,1,665,38,36,21,80.8,5,19.2,383,28,7,17,11,424,50,2,0,0,15,1,0,0,65,12,50.0,2021-2022,Leeds United
9,2021-10-31,14:00,Matchweek 10,Sun,Away,W,2.0,1.0,Norwich City,0.7,0.8,52.0,26913.0,Liam Cooper,3-3-3-1,Anthony Taylor,Match Report,,2,13,5,38.5,0.15,0.4,20.9,0,0,0,0.7,0.06,1.3,1.3,3,2,66.7,0,0.5,-0.5,0,0,0,4,15,26.7,26,11,34.6,31.2,9,66.7,47.4,14,1,7.1,0,12.0,4905,2097,2,0.7,0.8,12,18,6,1,27,339,48,4,3,7,24,0,0,0,0,0,8,22,14,3,2,2,1,3,2,0,1,0,0,21,10,9,9,3,9,39.1,14,6,7,28,22,0,514,58,18,13,59.1,9,40.9,222,12,7,21,8,282,27,4,0,0,23,0,0,0,51,21,51.2,2021-2022,Leeds United
10,2021-11-07,14:00,Matchweek 11,Sun,Home,D,1.0,1.0,Leicester City,1.3,0.7,56.0,36478.0,Liam Cooper,4-2-3-1,Darren England,Match Report,,1,18,5,27.8,0.06,0.2,17.7,1,0,0,1.3,0.08,-0.3,-0.3,3,2,66.7,0,1.4,0.4,0,0,0,5,7,71.4,22,7,18.2,24.7,10,30.0,28.7,8,1,12.5,0,7.8,6650,2701,0,1.2,0.6,11,32,7,1,52,441,53,1,4,31,25,10,9,0,0,1,10,32,23,3,1,1,1,2,1,0,0,1,0,12,9,5,5,2,7,58.3,5,15,18,30,13,1,635,57,26,11,36.7,19,63.3,375,19,6,20,14,368,52,1,0,0,12,0,0,0,74,7,31.8,2021-2022,Leeds United
11,2021-11-21,16:30,Matchweek 12,Sun,Away,L,1.0,2.0,Tottenham,1.4,2.1,57.0,58989.0,Liam Cooper,3-3-3-1,Andre Marriner,Match Report,,1,18,7,38.9,0.06,0.14,21.4,1,0,0,1.4,0.08,-0.4,-0.4,4,2,50.0,0,2.4,0.4,0,0,0,2,15,13.3,38,6,34.2,32.1,3,66.7,41.7,14,1,7.1,1,11.0,8151,2368,1,1.3,1.1,12,24,3,0,35,520,54,0,2,21,26,8,4,1,0,1,7,26,17,2,2,1,1,2,1,0,1,0,0,20,13,10,8,2,16,57.1,12,6,14,34,19,0,699,80,24,13,54.2,11,45.8,435,31,11,18,7,461,35,4,0,0,12,0,0,0,58,12,36.4,2021-2022,Leeds United
12,2021-11-27,17:30,Matchweek 13,Sat,Away,D,0.0,0.0,Brighton,0.6,2.1,43.0,31166.0,Liam Cooper,4-2-3-1,Craig Pawson,Match Report,,0,11,4,36.4,0.0,0.0,17.4,1,0,0,0.6,0.06,-0.6,-0.6,4,4,100.0,1,0.5,0.5,0,0,0,4,25,16.0,35,8,42.9,35.1,12,83.3,52.9,16,1,6.3,0,8.5,4896,1874,0,0.4,0.3,8,18,3,0,32,371,41,0,4,11,14,1,1,0,0,1,9,17,13,0,0,1,0,0,0,0,0,0,0,28,14,10,16,2,15,48.4,16,9,15,43,18,1,548,87,19,7,58.3,5,41.7,245,17,4,25,6,278,31,3,0,0,14,0,0,0,73,13,43.3,2021-2022,Leeds United
13,2021-11-30,20:15,Matchweek 14,Tue,Home,W,1.0,0.0,Crystal Palace,1.4,1.1,61.0,35558.0,Liam Cooper,4-1-4-1,Kevin Friend,Match Report,,1,14,2,14.3,0.0,0.0,20.1,0,1,1,0.6,0.04,-0.4,-0.6,1,1,100.0,1,0.1,0.1,0,0,0,0,4,0.0,30,5,13.3,23.9,10,0.0,18.1,12,0,0.0,1,14.8,7362,2764,0,0.3,0.6,8,40,4,0,50,465,45,0,2,18,13,7,5,2,0,2,6,25,18,3,1,0,1,1,0,0,0,0,0,23,9,9,12,2,8,30.8,18,9,12,35,17,0,645,62,17,4,22.2,14,77.8,390,15,5,20,7,397,50,5,0,0,15,0,0,0,62,12,57.1,2021-2022,Leeds United
